League,GameId,MatchId,WinTeam,LossTeam,BestOf,SeriesScore,Gamelength,Team1Gold,Team2Gold,Team1Kills,Team2Kills
LPL,LPL/2026 Season/Split 1 Playoffs_Play-In Round 2_2_2,LPL/2026 Season/Split 1 Playoffs_Play-In Round 2_2,Oh My God,EDward Gaming,5.0,1-3,37:29,79489,70236,22,17
LPL,LPL/2026 Season/Split 1 Playoffs_Play-In Round 2_2_3,LPL/2026 Season/Split 1 Playoffs_Play-In Round 2_2,EDward Gaming,Oh My God,5.0,1-3,33:40,56380,68931,8,17
LPL,LPL/2026 Season/Split 1 Playoffs_Play-In Round 2_2_4,LPL/2026 Season/Split 1 Playoffs_Play-In Round 2_2,Oh My God,EDward Gaming,5.0,1-3,44:06,87239,85268,17,19
LPL,LPL/2026 Season/Split 1 Playoffs_Play-In Round 3_1_1,LPL/2026 Season/Split 1 Playoffs_Play-In Round 3_1,Invictus Gaming,Oh My God,5.0,3-0,46:16,84898,95039,11,22
LPL,LPL/2026 Season/Split 1 Playoffs_Play-In Round 3_1_2,LPL/2026 Season/Split 1 Playoffs_Play-In Round 3_1,Invictus Gaming,Oh My God,5.0,3-0,31:26,68404,51951,13,5
LPL,LPL/2026 Season/Split 1 Playoffs_Play-In Round 3_1_3,LPL/2026 Season/Split 1 Playoffs_Play-In Round 3_1,Invictus Gaming,Oh My God,5.0,3-0,29:41,64573,55014,26,14
LPL,LPL/2026 Season/Split 1 Playoffs_Play-In Round 3_2_1,LPL/2026 Season/Split 1 Playoffs_Play-In Round 3_2,Team WE,LNG Esports,5.0,3-1,37:47,73538,78367,14,24
LPL,LPL/2026 Season/Split 1 Playoffs_Play-In Round 3_2_2,LPL/2026 Season/Split 1 Playoffs_Play-In Round 3_2,Team WE,LNG Esports,5.0,3-1,36:18,71910,73230,18,23
LPL,LPL/2026 Season/Split 1 Playoffs_Play-In Round 3_2_3,LPL/2026 Season/Split 1 Playoffs_Play-In Round 3_2,LNG Esports,Team WE,5.0,3-1,30:57,57314,67370,8,30
LPL,LPL/2026 Season/Split 1 Playoffs_Play-In Round 3_2_4,LPL/2026 Season/Split 1 Playoffs_Play-In Round 3_2,Team WE,LNG Esports,5.0,3-1,38:47,73977,83197,22,28
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_1_1,LPL/2026 Season/Split 1 Playoffs_Round 1_1,Top Esports,JD Gaming,5.0,3-2,29:56,60423,55866,17,16
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_1_2,LPL/2026 Season/Split 1 Playoffs_Round 1_1,JD Gaming,Top Esports,5.0,3-2,23:04,38579,52048,3,19
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_1_3,LPL/2026 Season/Split 1 Playoffs_Round 1_1,Top Esports,JD Gaming,5.0,3-2,35:57,67732,73717,16,16
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_1_4,LPL/2026 Season/Split 1 Playoffs_Round 1_1,JD Gaming,Top Esports,5.0,3-2,32:58,66428,60831,23,12
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_1_5,LPL/2026 Season/Split 1 Playoffs_Round 1_1,JD Gaming,Top Esports,5.0,3-2,29:46,65069,54433,20,11
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_2_1,LPL/2026 Season/Split 1 Playoffs_Round 1_2,Anyone's Legend,Team WE,5.0,3-0,26:32,46919,62692,9,23
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_2_2,LPL/2026 Season/Split 1 Playoffs_Round 1_2,Anyone's Legend,Team WE,5.0,3-0,25:59,57113,43126,18,3
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_2_3,LPL/2026 Season/Split 1 Playoffs_Round 1_2,Anyone's Legend,Team WE,5.0,3-0,21:58,50286,36616,28,5
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_3_1,LPL/2026 Season/Split 1 Playoffs_Round 1_3,Weibo Gaming,Invictus Gaming,5.0,3-0,44:55,87166,92128,24,32
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_3_2,LPL/2026 Season/Split 1 Playoffs_Round 1_3,Weibo Gaming,Invictus Gaming,5.0,3-0,27:06,55739,50133,20,12
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_3_3,LPL/2026 Season/Split 1 Playoffs_Round 1_3,Weibo Gaming,Invictus Gaming,5.0,3-0,34:31,71844,59249,18,7
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_4_1,LPL/2026 Season/Split 1 Playoffs_Round 1_4,Bilibili Gaming,Ninjas in Pyjamas.CN,5.0,3-0,27:24,60097,48045,19,7
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_4_2,LPL/2026 Season/Split 1 Playoffs_Round 1_4,Bilibili Gaming,Ninjas in Pyjamas.CN,5.0,3-0,30:46,68940,53553,26,10
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_4_3,LPL/2026 Season/Split 1 Playoffs_Round 1_4,Bilibili Gaming,Ninjas in Pyjamas.CN,5.0,3-0,31:15,68672,59886,29,13
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_5_1,LPL/2026 Season/Split 1 Playoffs_Round 1_5,Top Esports,Team WE,5.0,3-0,29:48,55123,66742,11,21
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_5_2,LPL/2026 Season/Split 1 Playoffs_Round 1_5,Top Esports,Team WE,5.0,3-0,30:06,53951,67942,10,25
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_5_3,LPL/2026 Season/Split 1 Playoffs_Round 1_5,Top Esports,Team WE,5.0,3-0,28:11,53239,64378,7,29
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_6_1,LPL/2026 Season/Split 1 Playoffs_Round 1_6,Invictus Gaming,Ninjas in Pyjamas.CN,5.0,3-1,36:28,77206,64877,19,6
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_6_2,LPL/2026 Season/Split 1 Playoffs_Round 1_6,Ninjas in Pyjamas.CN,Invictus Gaming,5.0,3-1,41:48,76624,87246,11,21
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_6_3,LPL/2026 Season/Split 1 Playoffs_Round 1_6,Invictus Gaming,Ninjas in Pyjamas.CN,5.0,3-1,27:00,62044,49598,24,10
LPL,LPL/2026 Season/Split 1 Playoffs_Round 1_6_4,LPL/2026 Season/Split 1 Playoffs_Round 1_6,Invictus Gaming,Ninjas in Pyjamas.CN,5.0,3-1,39:21,81602,70827,15,12
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_1_1,LPL/2026 Season/Split 1 Playoffs_Round 2_1,Anyone's Legend,JD Gaming,5.0,3-2,30:30,62727,51684,14,3
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_1_2,LPL/2026 Season/Split 1 Playoffs_Round 2_1,JD Gaming,Anyone's Legend,5.0,3-2,33:47,67666,66198,16,14
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_1_3,LPL/2026 Season/Split 1 Playoffs_Round 2_1,JD Gaming,Anyone's Legend,5.0,3-2,35:08,70252,59361,14,2
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_1_4,LPL/2026 Season/Split 1 Playoffs_Round 2_1,Anyone's Legend,JD Gaming,5.0,3-2,26:31,44788,58018,7,20
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_1_5,LPL/2026 Season/Split 1 Playoffs_Round 2_1,JD Gaming,Anyone's Legend,5.0,3-2,38:08,65437,74531,6,12
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_2_1,LPL/2026 Season/Split 1 Playoffs_Round 2_2,Bilibili Gaming,Weibo Gaming,5.0,0-3,32:27,67209,61135,17,15
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_2_2,LPL/2026 Season/Split 1 Playoffs_Round 2_2,Bilibili Gaming,Weibo Gaming,5.0,0-3,24:13,54688,42843,25,9
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_2_3,LPL/2026 Season/Split 1 Playoffs_Round 2_2,Bilibili Gaming,Weibo Gaming,5.0,0-3,26:09,56337,43019,19,4
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_3_1,LPL/2026 Season/Split 1 Playoffs_Round 2_3,Weibo Gaming,Top Esports,5.0,3-2,31:03,68991,54453,26,8
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_3_2,LPL/2026 Season/Split 1 Playoffs_Round 2_3,Top Esports,Weibo Gaming,5.0,3-2,33:15,60198,69208,16,16
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_3_3,LPL/2026 Season/Split 1 Playoffs_Round 2_3,Weibo Gaming,Top Esports,5.0,3-2,32:44,63594,61331,15,11
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_3_4,LPL/2026 Season/Split 1 Playoffs_Round 2_3,Top Esports,Weibo Gaming,5.0,3-2,30:37,55209,63969,14,23
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_3_5,LPL/2026 Season/Split 1 Playoffs_Round 2_3,Weibo Gaming,Top Esports,5.0,3-2,35:03,75768,68249,25,12
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_4_1,LPL/2026 Season/Split 1 Playoffs_Round 2_4,Anyone's Legend,Invictus Gaming,5.0,3-1,26:46,46607,60893,8,22
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_4_2,LPL/2026 Season/Split 1 Playoffs_Round 2_4,Invictus Gaming,Anyone's Legend,5.0,3-1,31:11,54482,65475,7,24
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_4_3,LPL/2026 Season/Split 1 Playoffs_Round 2_4,Anyone's Legend,Invictus Gaming,5.0,3-1,30:26,53507,60557,3,10
LPL,LPL/2026 Season/Split 1 Playoffs_Round 2_4_4,LPL/2026 Season/Split 1 Playoffs_Round 2_4,Anyone's Legend,Invictus Gaming,5.0,3-1,23:41,52574,38112,18,2
LPL,LPL/2026 Season/Split 1 Playoffs_Round 3_1_1,LPL/2026 Season/Split 1 Playoffs_Round 3_1,Weibo Gaming,Anyone's Legend,5.0,3-1,34:05,62017,72950,11,21
LPL,LPL/2026 Season/Split 1 Playoffs_Round 3_1_2,LPL/2026 Season/Split 1 Playoffs_Round 3_1,Weibo Gaming,Anyone's Legend,5.0,3-1,36:00,74105,66106,22,10
LPL,LPL/2026 Season/Split 1 Playoffs_Round 3_1_3,LPL/2026 Season/Split 1 Playoffs_Round 3_1,Anyone's Legend,Weibo Gaming,5.0,3-1,32:32,59287,68337,9,12
LPL,LPL/2026 Season/Split 1 Playoffs_Round 3_1_4,LPL/2026 Season/Split 1 Playoffs_Round 3_1,Weibo Gaming,Anyone's Legend,5.0,3-1,33:05,55598,66595,6,18
LPL,LPL/2026 Season/Split 1 Playoffs_Round 4_1_1,LPL/2026 Season/Split 1 Playoffs_Round 4_1,JD Gaming,Bilibili Gaming,5.0,2-3,39:13,73534,73757,11,13
LPL,LPL/2026 Season/Split 1 Playoffs_Round 4_1_2,LPL/2026 Season/Split 1 Playoffs_Round 4_1,Bilibili Gaming,JD Gaming,5.0,2-3,33:45,60973,73040,8,20
LPL,LPL/2026 Season/Split 1 Playoffs_Round 4_1_3,LPL/2026 Season/Split 1 Playoffs_Round 4_1,JD Gaming,Bilibili Gaming,5.0,2-3,35:46,67146,73782,14,18
LPL,LPL/2026 Season/Split 1 Playoffs_Round 4_1_4,LPL/2026 Season/Split 1 Playoffs_Round 4_1,Bilibili Gaming,JD Gaming,5.0,2-3,30:19,51166,66887,4,17
LPL,LPL/2026 Season/Split 1 Playoffs_Round 4_1_5,LPL/2026 Season/Split 1 Playoffs_Round 4_1,Bilibili Gaming,JD Gaming,5.0,2-3,29:29,59133,51051,12,6
LPL,LPL/2026 Season/Split 1 Playoffs_Round 4_2_1,LPL/2026 Season/Split 1 Playoffs_Round 4_2,JD Gaming,Weibo Gaming,5.0,3-0,32:43,66428,54937,13,4
LPL,LPL/2026 Season/Split 1 Playoffs_Round 4_2_2,LPL/2026 Season/Split 1 Playoffs_Round 4_2,JD Gaming,Weibo Gaming,5.0,3-0,35:30,73610,62140,15,5
LPL,LPL/2026 Season/Split 1 Playoffs_Round 4_2_3,LPL/2026 Season/Split 1 Playoffs_Round 4_2,JD Gaming,Weibo Gaming,5.0,3-0,27:45,55366,51091,14,13
LPL,LPL/2026 Season/Split 1_Tiebreakers_1_1,LPL/2026 Season/Split 1_Tiebreakers_1,Ninjas in Pyjamas.CN,Team WE,3.0,2-0,39:13,76379,87842,14,21
LPL,LPL/2026 Season/Split 1_Tiebreakers_1_2,LPL/2026 Season/Split 1_Tiebreakers_1,Ninjas in Pyjamas.CN,Team WE,3.0,2-0,31:49,61858,70043,8,20
LPL,LPL/2026 Season/Split 1_Week 1_1_1,LPL/2026 Season/Split 1_Week 1_1,Invictus Gaming,Weibo Gaming,3.0,2-1,38:42,77379,69456,18,8
LPL,LPL/2026 Season/Split 1_Week 1_1_2,LPL/2026 Season/Split 1_Week 1_1,Weibo Gaming,Invictus Gaming,3.0,2-1,33:08,59394,71751,7,29
LPL,LPL/2026 Season/Split 1_Week 1_1_3,LPL/2026 Season/Split 1_Week 1_1,Weibo Gaming,Invictus Gaming,3.0,2-1,40:04,88158,75196,25,11
LPL,LPL/2026 Season/Split 1_Week 1_10_1,LPL/2026 Season/Split 1_Week 1_10,Bilibili Gaming,Top Esports,3.0,0-2,27:51,62701,44438,23,3
LPL,LPL/2026 Season/Split 1_Week 1_10_2,LPL/2026 Season/Split 1_Week 1_10,Bilibili Gaming,Top Esports,3.0,0-2,36:13,81458,68159,30,14
LPL,LPL/2026 Season/Split 1_Week 1_11_1,LPL/2026 Season/Split 1_Week 1_11,JD Gaming,Anyone's Legend,3.0,1-2,31:30,70054,55092,25,6
LPL,LPL/2026 Season/Split 1_Week 1_11_2,LPL/2026 Season/Split 1_Week 1_11,Anyone's Legend,JD Gaming,3.0,1-2,44:25,78967,87128,6,18
LPL,LPL/2026 Season/Split 1_Week 1_11_3,LPL/2026 Season/Split 1_Week 1_11,JD Gaming,Anyone's Legend,3.0,1-2,32:58,59496,68085,11,22
LPL,LPL/2026 Season/Split 1_Week 1_2_1,LPL/2026 Season/Split 1_Week 1_2,JD Gaming,Top Esports,3.0,0-2,24:56,58248,39621,22,2
LPL,LPL/2026 Season/Split 1_Week 1_2_2,LPL/2026 Season/Split 1_Week 1_2,JD Gaming,Top Esports,3.0,0-2,28:24,60741,51389,24,8
LPL,LPL/2026 Season/Split 1_Week 1_3_1,LPL/2026 Season/Split 1_Week 1_3,LGD Gaming,Ultra Prime,3.0,2-0,34:31,57669,75571,6,18
LPL,LPL/2026 Season/Split 1_Week 1_3_2,LPL/2026 Season/Split 1_Week 1_3,LGD Gaming,Ultra Prime,3.0,2-0,37:20,68118,80479,9,15
LPL,LPL/2026 Season/Split 1_Week 1_4_1,LPL/2026 Season/Split 1_Week 1_4,Anyone's Legend,Invictus Gaming,3.0,0-2,26:23,59604,49712,22,11
LPL,LPL/2026 Season/Split 1_Week 1_4_2,LPL/2026 Season/Split 1_Week 1_4,Anyone's Legend,Invictus Gaming,3.0,0-2,34:09,70708,63937,21,12
LPL,LPL/2026 Season/Split 1_Week 1_5_1,LPL/2026 Season/Split 1_Week 1_5,Weibo Gaming,Bilibili Gaming,3.0,1-2,34:57,62518,75073,9,26
LPL,LPL/2026 Season/Split 1_Week 1_5_2,LPL/2026 Season/Split 1_Week 1_5,Bilibili Gaming,Weibo Gaming,3.0,1-2,37:47,70253,76416,13,16
LPL,LPL/2026 Season/Split 1_Week 1_5_3,LPL/2026 Season/Split 1_Week 1_5,Bilibili Gaming,Weibo Gaming,3.0,1-2,35:53,72711,69558,15,7
LPL,LPL/2026 Season/Split 1_Week 1_6_1,LPL/2026 Season/Split 1_Week 1_6,LNG Esports,Oh My God,3.0,2-0,28:49,48850,64654,5,18
LPL,LPL/2026 Season/Split 1_Week 1_6_2,LPL/2026 Season/Split 1_Week 1_6,LNG Esports,Oh My God,3.0,2-0,24:12,55671,39306,25,4
LPL,LPL/2026 Season/Split 1_Week 1_7_1,LPL/2026 Season/Split 1_Week 1_7,Team WE,EDward Gaming,3.0,2-0,38:19,70726,77012,9,18
LPL,LPL/2026 Season/Split 1_Week 1_7_2,LPL/2026 Season/Split 1_Week 1_7,Team WE,EDward Gaming,3.0,2-0,31:50,67731,63690,15,18
LPL,LPL/2026 Season/Split 1_Week 1_8_1,LPL/2026 Season/Split 1_Week 1_8,Anyone's Legend,Bilibili Gaming,3.0,2-1,31:42,66113,57068,14,10
LPL,LPL/2026 Season/Split 1_Week 1_8_2,LPL/2026 Season/Split 1_Week 1_8,Bilibili Gaming,Anyone's Legend,3.0,2-1,31:01,53516,70618,9,25
LPL,LPL/2026 Season/Split 1_Week 1_8_3,LPL/2026 Season/Split 1_Week 1_8,Bilibili Gaming,Anyone's Legend,3.0,2-1,32:46,71303,61672,17,12
LPL,LPL/2026 Season/Split 1_Week 1_9_1,LPL/2026 Season/Split 1_Week 1_9,Invictus Gaming,JD Gaming,3.0,1-2,35:30,72583,64661,16,12
LPL,LPL/2026 Season/Split 1_Week 1_9_2,LPL/2026 Season/Split 1_Week 1_9,JD Gaming,Invictus Gaming,3.0,1-2,28:44,51011,61173,5,16
LPL,LPL/2026 Season/Split 1_Week 1_9_3,LPL/2026 Season/Split 1_Week 1_9,Invictus Gaming,JD Gaming,3.0,1-2,31:45,58112,68271,9,16
LPL,LPL/2026 Season/Split 1_Week 2_1_1,LPL/2026 Season/Split 1_Week 2_1,Team WE,ThunderTalk Gaming,3.0,0-2,25:50,54443,48852,15,7
LPL,LPL/2026 Season/Split 1_Week 2_1_2,LPL/2026 Season/Split 1_Week 2_1,Team WE,ThunderTalk Gaming,3.0,0-2,29:59,62385,57582,16,13
LPL,LPL/2026 Season/Split 1_Week 2_10_1,LPL/2026 Season/Split 1_Week 2_10,Team WE,Ninjas in Pyjamas.CN,3.0,1-2,30:50,65755,58683,18,17
LPL,LPL/2026 Season/Split 1_Week 2_10_2,LPL/2026 Season/Split 1_Week 2_10,Ninjas in Pyjamas.CN,Team WE,3.0,1-2,33:36,61694,72929,10,25
LPL,LPL/2026 Season/Split 1_Week 2_10_3,LPL/2026 Season/Split 1_Week 2_10,Ninjas in Pyjamas.CN,Team WE,3.0,1-2,33:57,60739,74361,6,20
LPL,LPL/2026 Season/Split 1_Week 2_11_1,LPL/2026 Season/Split 1_Week 2_11,Oh My God,LGD Gaming,3.0,2-1,46:23,87697,96643,14,18
LPL,LPL/2026 Season/Split 1_Week 2_11_2,LPL/2026 Season/Split 1_Week 2_11,LGD Gaming,Oh My God,3.0,2-1,27:49,61569,45077,18,1
LPL,LPL/2026 Season/Split 1_Week 2_11_3,LPL/2026 Season/Split 1_Week 2_11,Oh My God,LGD Gaming,3.0,2-1,29:02,53604,61679,8,20
LPL,LPL/2026 Season/Split 1_Week 2_12_1,LPL/2026 Season/Split 1_Week 2_12,ThunderTalk Gaming,EDward Gaming,3.0,2-1,32:28,71505,67041,25,19
LPL,LPL/2026 Season/Split 1_Week 2_12_2,LPL/2026 Season/Split 1_Week 2_12,EDward Gaming,ThunderTalk Gaming,3.0,2-1,36:06,65923,81284,8,20
LPL,LPL/2026 Season/Split 1_Week 2_12_3,LPL/2026 Season/Split 1_Week 2_12,EDward Gaming,ThunderTalk Gaming,3.0,2-1,36:32,77406,65791,18,10
LPL,LPL/2026 Season/Split 1_Week 2_13_1,LPL/2026 Season/Split 1_Week 2_13,JD Gaming,Bilibili Gaming,3.0,2-0,40:46,73693,79925,16,20
LPL,LPL/2026 Season/Split 1_Week 2_13_2,LPL/2026 Season/Split 1_Week 2_13,JD Gaming,Bilibili Gaming,3.0,2-0,35:04,69727,66669,15,17
LPL,LPL/2026 Season/Split 1_Week 2_14_1,LPL/2026 Season/Split 1_Week 2_14,Anyone's Legend,Top Esports,3.0,1-2,32:24,69169,59843,23,8
LPL,LPL/2026 Season/Split 1_Week 2_14_2,LPL/2026 Season/Split 1_Week 2_14,Top Esports,Anyone's Legend,3.0,1-2,28:33,48931,61532,11,20
LPL,LPL/2026 Season/Split 1_Week 2_14_3,LPL/2026 Season/Split 1_Week 2_14,Anyone's Legend,Top Esports,3.0,1-2,29:11,52861,59965,8,18
LPL,LPL/2026 Season/Split 1_Week 2_15_1,LPL/2026 Season/Split 1_Week 2_15,Weibo Gaming,JD Gaming,3.0,2-0,31:54,55046,67932,4,18
LPL,LPL/2026 Season/Split 1_Week 2_15_2,LPL/2026 Season/Split 1_Week 2_15,Weibo Gaming,JD Gaming,3.0,2-0,31:19,64376,55646,8,3
LPL,LPL/2026 Season/Split 1_Week 2_16_1,LPL/2026 Season/Split 1_Week 2_16,Team WE,Ninjas in Pyjamas.CN,3.0,1-2,44:17,87463,85430,16,16
LPL,LPL/2026 Season/Split 1_Week 2_16_2,LPL/2026 Season/Split 1_Week 2_16,Ninjas in Pyjamas.CN,Team WE,3.0,1-2,36:24,69649,76675,15,22
LPL,LPL/2026 Season/Split 1_Week 2_16_3,LPL/2026 Season/Split 1_Week 2_16,Team WE,Ninjas in Pyjamas.CN,3.0,1-2,38:51,81949,75394,18,19
LPL,LPL/2026 Season/Split 1_Week 2_17_1,LPL/2026 Season/Split 1_Week 2_17,Top Esports,Invictus Gaming,3.0,2-0,33:14,58794,70988,8,20
LPL,LPL/2026 Season/Split 1_Week 2_17_2,LPL/2026 Season/Split 1_Week 2_17,Top Esports,Invictus Gaming,3.0,2-0,25:18,55232,41686,18,5
LPL,LPL/2026 Season/Split 1_Week 2_2_1,LPL/2026 Season/Split 1_Week 2_2,Top Esports,Weibo Gaming,3.0,2-1,42:03,79760,83986,18,17
LPL,LPL/2026 Season/Split 1_Week 2_2_2,LPL/2026 Season/Split 1_Week 2_2,Weibo Gaming,Top Esports,3.0,2-1,30:23,52548,69074,8,23
LPL,LPL/2026 Season/Split 1_Week 2_2_3,LPL/2026 Season/Split 1_Week 2_2,Top Esports,Weibo Gaming,3.0,2-1,23:36,41299,53269,3,21
LPL,LPL/2026 Season/Split 1_Week 2_3_1,LPL/2026 Season/Split 1_Week 2_3,EDward Gaming,Ninjas in Pyjamas.CN,3.0,1-2,29:20,50979,63885,7,16
LPL,LPL/2026 Season/Split 1_Week 2_3_2,LPL/2026 Season/Split 1_Week 2_3,Ninjas in Pyjamas.CN,EDward Gaming,3.0,1-2,29:07,51232,62517,4,23
LPL,LPL/2026 Season/Split 1_Week 2_3_3,LPL/2026 Season/Split 1_Week 2_3,Ninjas in Pyjamas.CN,EDward Gaming,3.0,1-2,38:18,66774,76801,5,12
LPL,LPL/2026 Season/Split 1_Week 2_4_1,LPL/2026 Season/Split 1_Week 2_4,Anyone's Legend,Weibo Gaming,3.0,2-0,29:59,64147,55189,24,9
LPL,LPL/2026 Season/Split 1_Week 2_4_2,LPL/2026 Season/Split 1_Week 2_4,Anyone's Legend,Weibo Gaming,3.0,2-0,32:30,69097,62029,14,11
LPL,LPL/2026 Season/Split 1_Week 2_5_1,LPL/2026 Season/Split 1_Week 2_5,Bilibili Gaming,Invictus Gaming,3.0,0-2,33:47,72951,60166,18,6
LPL,LPL/2026 Season/Split 1_Week 2_5_2,LPL/2026 Season/Split 1_Week 2_5,Bilibili Gaming,Invictus Gaming,3.0,0-2,30:06,64828,50989,20,3
LPL,LPL/2026 Season/Split 1_Week 2_6_1,LPL/2026 Season/Split 1_Week 2_6,LNG Esports,LGD Gaming,3.0,2-1,33:56,70120,57709,15,4
LPL,LPL/2026 Season/Split 1_Week 2_6_2,LPL/2026 Season/Split 1_Week 2_6,LGD Gaming,LNG Esports,3.0,2-1,33:38,60870,67129,9,15
LPL,LPL/2026 Season/Split 1_Week 2_6_3,LPL/2026 Season/Split 1_Week 2_6,LNG Esports,LGD Gaming,3.0,2-1,41:45,86314,75233,16,8
LPL,LPL/2026 Season/Split 1_Week 2_7_1,LPL/2026 Season/Split 1_Week 2_7,Top Esports,Invictus Gaming,3.0,2-1,38:09,84297,78926,27,28
