League,GameId,MatchId,WinTeam,LossTeam,BestOf,SeriesScore,Gamelength,Team1Gold,Team2Gold,Team1Kills,Team2Kills
LPL,LPL/2026 Season/Split 1_Week 2_7_2,LPL/2026 Season/Split 1_Week 2_7,Invictus Gaming,Top Esports,3.0,2-1,45:57,88886,91347,19,25
LPL,LPL/2026 Season/Split 1_Week 2_7_3,LPL/2026 Season/Split 1_Week 2_7,Invictus Gaming,Top Esports,3.0,2-1,33:51,69387,59822,18,5
LPL,LPL/2026 Season/Split 1_Week 2_8_1,LPL/2026 Season/Split 1_Week 2_8,Ultra Prime,Oh My God,3.0,0-2,32:01,54658,68967,5,23
LPL,LPL/2026 Season/Split 1_Week 2_8_2,LPL/2026 Season/Split 1_Week 2_8,Ultra Prime,Oh My God,3.0,0-2,33:50,60486,71377,6,20
LPL,LPL/2026 Season/Split 1_Week 2_9_1,LPL/2026 Season/Split 1_Week 2_9,EDward Gaming,ThunderTalk Gaming,3.0,0-2,27:15,57431,45900,13,2
LPL,LPL/2026 Season/Split 1_Week 2_9_2,LPL/2026 Season/Split 1_Week 2_9,EDward Gaming,ThunderTalk Gaming,3.0,0-2,32:31,70437,62285,20,13
LPL,LPL/2026 Season/Split 1_Week 3_1_1,LPL/2026 Season/Split 1_Week 3_1,Team WE,ThunderTalk Gaming,3.0,2-0,26:09,41680,57906,3,19
LPL,LPL/2026 Season/Split 1_Week 3_1_2,LPL/2026 Season/Split 1_Week 3_1,Team WE,ThunderTalk Gaming,3.0,2-0,39:37,86220,86452,25,24
LPL,LPL/2026 Season/Split 1_Week 3_10_1,LPL/2026 Season/Split 1_Week 3_10,Weibo Gaming,JD Gaming,3.0,1-2,35:18,75047,65927,16,8
LPL,LPL/2026 Season/Split 1_Week 3_10_2,LPL/2026 Season/Split 1_Week 3_10,JD Gaming,Weibo Gaming,3.0,1-2,32:28,56490,70136,4,21
LPL,LPL/2026 Season/Split 1_Week 3_10_3,LPL/2026 Season/Split 1_Week 3_10,Weibo Gaming,JD Gaming,3.0,1-2,36:42,62750,70593,7,15
LPL,LPL/2026 Season/Split 1_Week 3_11_1,LPL/2026 Season/Split 1_Week 3_11,Oh My God,Ultra Prime,3.0,0-2,31:15,53266,65064,3,15
LPL,LPL/2026 Season/Split 1_Week 3_11_2,LPL/2026 Season/Split 1_Week 3_11,Oh My God,Ultra Prime,3.0,0-2,30:13,57170,63701,6,18
LPL,LPL/2026 Season/Split 1_Week 3_12_1,LPL/2026 Season/Split 1_Week 3_12,Bilibili Gaming,Top Esports,3.0,1-2,33:34,57197,72017,6,26
LPL,LPL/2026 Season/Split 1_Week 3_12_2,LPL/2026 Season/Split 1_Week 3_12,Top Esports,Bilibili Gaming,3.0,1-2,30:08,56562,67320,17,28
LPL,LPL/2026 Season/Split 1_Week 3_12_3,LPL/2026 Season/Split 1_Week 3_12,Top Esports,Bilibili Gaming,3.0,1-2,32:56,59654,74096,14,22
LPL,LPL/2026 Season/Split 1_Week 3_13_1,LPL/2026 Season/Split 1_Week 3_13,Anyone's Legend,JD Gaming,3.0,1-2,32:49,69388,60353,14,11
LPL,LPL/2026 Season/Split 1_Week 3_13_2,LPL/2026 Season/Split 1_Week 3_13,JD Gaming,Anyone's Legend,3.0,1-2,34:37,62125,72854,14,21
LPL,LPL/2026 Season/Split 1_Week 3_13_3,LPL/2026 Season/Split 1_Week 3_13,Anyone's Legend,JD Gaming,3.0,1-2,38:31,70799,79062,9,14
LPL,LPL/2026 Season/Split 1_Week 3_14_1,LPL/2026 Season/Split 1_Week 3_14,Bilibili Gaming,Invictus Gaming,3.0,2-0,26:33,47347,60797,8,22
LPL,LPL/2026 Season/Split 1_Week 3_14_2,LPL/2026 Season/Split 1_Week 3_14,Bilibili Gaming,Invictus Gaming,3.0,2-0,32:14,73481,59062,23,13
LPL,LPL/2026 Season/Split 1_Week 3_15_1,LPL/2026 Season/Split 1_Week 3_15,LNG Esports,LGD Gaming,3.0,1-2,31:27,67789,58080,16,9
LPL,LPL/2026 Season/Split 1_Week 3_15_2,LPL/2026 Season/Split 1_Week 3_15,LGD Gaming,LNG Esports,3.0,1-2,36:31,63515,78631,5,16
LPL,LPL/2026 Season/Split 1_Week 3_15_3,LPL/2026 Season/Split 1_Week 3_15,LNG Esports,LGD Gaming,3.0,1-2,31:33,69674,54222,22,4
LPL,LPL/2026 Season/Split 1_Week 3_16_1,LPL/2026 Season/Split 1_Week 3_16,Anyone's Legend,Top Esports,3.0,2-0,29:39,51302,68087,12,34
LPL,LPL/2026 Season/Split 1_Week 3_16_2,LPL/2026 Season/Split 1_Week 3_16,Anyone's Legend,Top Esports,3.0,2-0,25:09,56091,41767,19,2
LPL,LPL/2026 Season/Split 1_Week 3_2_1,LPL/2026 Season/Split 1_Week 3_2,JD Gaming,Bilibili Gaming,3.0,1-2,39:14,79124,71953,16,11
LPL,LPL/2026 Season/Split 1_Week 3_2_2,LPL/2026 Season/Split 1_Week 3_2,Bilibili Gaming,JD Gaming,3.0,1-2,35:18,68192,68755,21,14
LPL,LPL/2026 Season/Split 1_Week 3_2_3,LPL/2026 Season/Split 1_Week 3_2,JD Gaming,Bilibili Gaming,3.0,1-2,29:16,52730,62178,9,17
LPL,LPL/2026 Season/Split 1_Week 3_3_1,LPL/2026 Season/Split 1_Week 3_3,LNG Esports,Ultra Prime,3.0,0-2,25:57,56358,46685,14,5
LPL,LPL/2026 Season/Split 1_Week 3_3_2,LPL/2026 Season/Split 1_Week 3_3,LNG Esports,Ultra Prime,3.0,0-2,28:57,63392,47755,21,3
LPL,LPL/2026 Season/Split 1_Week 3_4_1,LPL/2026 Season/Split 1_Week 3_4,Weibo Gaming,Top Esports,3.0,2-1,29:43,53490,67402,7,35
LPL,LPL/2026 Season/Split 1_Week 3_4_2,LPL/2026 Season/Split 1_Week 3_4,Top Esports,Weibo Gaming,3.0,2-1,24:57,42338,55305,6,20
LPL,LPL/2026 Season/Split 1_Week 3_4_3,LPL/2026 Season/Split 1_Week 3_4,Weibo Gaming,Top Esports,3.0,2-1,32:45,62481,68377,13,23
LPL,LPL/2026 Season/Split 1_Week 3_5_1,LPL/2026 Season/Split 1_Week 3_5,Anyone's Legend,Invictus Gaming,3.0,2-1,32:18,53186,66726,6,16
LPL,LPL/2026 Season/Split 1_Week 3_5_2,LPL/2026 Season/Split 1_Week 3_5,Invictus Gaming,Anyone's Legend,3.0,2-1,32:15,60354,72980,10,26
LPL,LPL/2026 Season/Split 1_Week 3_5_3,LPL/2026 Season/Split 1_Week 3_5,Anyone's Legend,Invictus Gaming,3.0,2-1,31:48,52676,63869,3,17
LPL,LPL/2026 Season/Split 1_Week 3_6_1,LPL/2026 Season/Split 1_Week 3_6,Ultra Prime,LGD Gaming,3.0,1-2,28:45,61340,48368,18,6
LPL,LPL/2026 Season/Split 1_Week 3_6_2,LPL/2026 Season/Split 1_Week 3_6,LGD Gaming,Ultra Prime,3.0,1-2,35:07,62172,75973,9,20
LPL,LPL/2026 Season/Split 1_Week 3_6_3,LPL/2026 Season/Split 1_Week 3_6,LGD Gaming,Ultra Prime,3.0,1-2,29:53,51210,59912,2,12
LPL,LPL/2026 Season/Split 1_Week 3_7_1,LPL/2026 Season/Split 1_Week 3_7,LNG Esports,Oh My God,3.0,0-2,35:31,72707,63489,20,11
LPL,LPL/2026 Season/Split 1_Week 3_7_2,LPL/2026 Season/Split 1_Week 3_7,LNG Esports,Oh My God,3.0,0-2,23:12,53086,36711,22,2
LPL,LPL/2026 Season/Split 1_Week 3_8_1,LPL/2026 Season/Split 1_Week 3_8,Ninjas in Pyjamas.CN,EDward Gaming,3.0,1-2,31:19,56006,65226,11,15
LPL,LPL/2026 Season/Split 1_Week 3_8_2,LPL/2026 Season/Split 1_Week 3_8,EDward Gaming,Ninjas in Pyjamas.CN,3.0,1-2,26:27,57121,45176,19,7
LPL,LPL/2026 Season/Split 1_Week 3_8_3,LPL/2026 Season/Split 1_Week 3_8,EDward Gaming,Ninjas in Pyjamas.CN,3.0,1-2,39:22,76765,71584,10,8
LPL,LPL/2026 Season/Split 1_Week 3_9_1,LPL/2026 Season/Split 1_Week 3_9,Ninjas in Pyjamas.CN,ThunderTalk Gaming,3.0,0-2,29:02,48965,63522,6,18
LPL,LPL/2026 Season/Split 1_Week 3_9_2,LPL/2026 Season/Split 1_Week 3_9,Ninjas in Pyjamas.CN,ThunderTalk Gaming,3.0,0-2,25:40,61229,41963,23,5
LPL,LPL/2026 Season/Split 1_Week 4_1_1,LPL/2026 Season/Split 1_Week 4_1,Oh My God,LGD Gaming,3.0,1-2,34:50,68680,69777,13,14
LPL,LPL/2026 Season/Split 1_Week 4_1_2,LPL/2026 Season/Split 1_Week 4_1,LGD Gaming,Oh My God,3.0,1-2,35:01,72950,61099,22,12
LPL,LPL/2026 Season/Split 1_Week 4_1_3,LPL/2026 Season/Split 1_Week 4_1,Oh My God,LGD Gaming,3.0,1-2,30:44,53090,62869,3,16
LPL,LPL/2026 Season/Split 1_Week 4_10_1,LPL/2026 Season/Split 1_Week 4_10,Bilibili Gaming,Anyone's Legend,3.0,2-1,34:22,75203,61411,23,6
LPL,LPL/2026 Season/Split 1_Week 4_10_2,LPL/2026 Season/Split 1_Week 4_10,Anyone's Legend,Bilibili Gaming,3.0,2-1,32:58,62079,67151,7,17
LPL,LPL/2026 Season/Split 1_Week 4_10_3,LPL/2026 Season/Split 1_Week 4_10,Anyone's Legend,Bilibili Gaming,3.0,2-1,34:34,71138,64790,17,13
LPL,LPL/2026 Season/Split 1_Week 4_2_1,LPL/2026 Season/Split 1_Week 4_2,Bilibili Gaming,Weibo Gaming,3.0,2-0,31:42,55033,70012,7,21
LPL,LPL/2026 Season/Split 1_Week 4_2_2,LPL/2026 Season/Split 1_Week 4_2,Bilibili Gaming,Weibo Gaming,3.0,2-0,35:51,76253,69048,22,16
LPL,LPL/2026 Season/Split 1_Week 4_3_1,LPL/2026 Season/Split 1_Week 4_3,LNG Esports,Ultra Prime,3.0,2-0,26:57,61018,48117,18,9
LPL,LPL/2026 Season/Split 1_Week 4_3_2,LPL/2026 Season/Split 1_Week 4_3,LNG Esports,Ultra Prime,3.0,2-0,36:12,67360,65247,14,15
LPL,LPL/2026 Season/Split 1_Week 4_4_1,LPL/2026 Season/Split 1_Week 4_4,Invictus Gaming,JD Gaming,3.0,1-2,29:39,52278,67226,7,21
LPL,LPL/2026 Season/Split 1_Week 4_4_2,LPL/2026 Season/Split 1_Week 4_4,JD Gaming,Invictus Gaming,3.0,1-2,32:18,66524,57717,18,8
LPL,LPL/2026 Season/Split 1_Week 4_4_3,LPL/2026 Season/Split 1_Week 4_4,JD Gaming,Invictus Gaming,3.0,1-2,37:58,77439,65496,15,9
LPL,LPL/2026 Season/Split 1_Week 4_5_1,LPL/2026 Season/Split 1_Week 4_5,EDward Gaming,Team WE,3.0,2-0,32:36,56919,72556,4,19
LPL,LPL/2026 Season/Split 1_Week 4_5_2,LPL/2026 Season/Split 1_Week 4_5,EDward Gaming,Team WE,3.0,2-0,35:18,74114,66551,23,13
LPL,LPL/2026 Season/Split 1_Week 4_6_1,LPL/2026 Season/Split 1_Week 4_6,Weibo Gaming,Anyone's Legend,3.0,1-2,39:07,73874,79188,19,24
LPL,LPL/2026 Season/Split 1_Week 4_6_2,LPL/2026 Season/Split 1_Week 4_6,Anyone's Legend,Weibo Gaming,3.0,1-2,35:29,61243,74337,8,25
LPL,LPL/2026 Season/Split 1_Week 4_6_3,LPL/2026 Season/Split 1_Week 4_6,Anyone's Legend,Weibo Gaming,3.0,1-2,30:38,65210,59594,21,21
LPL,LPL/2026 Season/Split 1_Week 4_7_1,LPL/2026 Season/Split 1_Week 4_7,Ninjas in Pyjamas.CN,ThunderTalk Gaming,3.0,2-0,36:38,62695,76844,6,18
LPL,LPL/2026 Season/Split 1_Week 4_7_2,LPL/2026 Season/Split 1_Week 4_7,Ninjas in Pyjamas.CN,ThunderTalk Gaming,3.0,2-0,33:39,59337,73482,8,21
LPL,LPL/2026 Season/Split 1_Week 4_8_1,LPL/2026 Season/Split 1_Week 4_8,Top Esports,JD Gaming,3.0,0-2,31:47,70460,58082,19,9
LPL,LPL/2026 Season/Split 1_Week 4_8_2,LPL/2026 Season/Split 1_Week 4_8,Top Esports,JD Gaming,3.0,0-2,28:10,51291,60049,7,13
LPL,LPL/2026 Season/Split 1_Week 4_9_1,LPL/2026 Season/Split 1_Week 4_9,Weibo Gaming,Invictus Gaming,3.0,0-2,44:55,95451,83926,35,16
LPL,LPL/2026 Season/Split 1_Week 4_9_2,LPL/2026 Season/Split 1_Week 4_9,Weibo Gaming,Invictus Gaming,3.0,0-2,46:36,89789,85820,20,19
LEC,LEC/2026 Season/Versus Playoffs_Finals_1_1,LEC/2026 Season/Versus Playoffs_Finals_1,G2 Esports,Karmine Corp,5.0,3-2,34:16,71285,60795,16,6
LEC,LEC/2026 Season/Versus Playoffs_Finals_1_2,LEC/2026 Season/Versus Playoffs_Finals_1,G2 Esports,Karmine Corp,5.0,3-2,32:38,69041,57556,17,3
LEC,LEC/2026 Season/Versus Playoffs_Finals_1_3,LEC/2026 Season/Versus Playoffs_Finals_1,Karmine Corp,G2 Esports,5.0,3-2,32:17,58069,67871,11,17
LEC,LEC/2026 Season/Versus Playoffs_Finals_1_4,LEC/2026 Season/Versus Playoffs_Finals_1,Karmine Corp,G2 Esports,5.0,3-2,36:06,65878,70539,12,15
LEC,LEC/2026 Season/Versus Playoffs_Finals_1_5,LEC/2026 Season/Versus Playoffs_Finals_1,G2 Esports,Karmine Corp,5.0,3-2,46:24,97283,93636,26,17
LEC,LEC/2026 Season/Versus Playoffs_Round 1_1_1,LEC/2026 Season/Versus Playoffs_Round 1_1,Natus Vincere,Fnatic,3.0,2-0,30:36,67646,55893,21,8
LEC,LEC/2026 Season/Versus Playoffs_Round 1_1_2,LEC/2026 Season/Versus Playoffs_Round 1_1,Natus Vincere,Fnatic,3.0,2-0,30:13,53310,61847,7,14
LEC,LEC/2026 Season/Versus Playoffs_Round 1_2_1,LEC/2026 Season/Versus Playoffs_Round 1_2,Movistar KOI,Team Vitality,3.0,0-2,55:42,113552,104756,29,21
LEC,LEC/2026 Season/Versus Playoffs_Round 1_2_2,LEC/2026 Season/Versus Playoffs_Round 1_2,Movistar KOI,Team Vitality,3.0,0-2,31:15,66910,52625,18,5
LEC,LEC/2026 Season/Versus Playoffs_Round 1_3_1,LEC/2026 Season/Versus Playoffs_Round 1_3,G2 Esports,Team Heretics,3.0,0-2,24:55,41897,57009,2,16
LEC,LEC/2026 Season/Versus Playoffs_Round 1_3_2,LEC/2026 Season/Versus Playoffs_Round 1_3,G2 Esports,Team Heretics,3.0,0-2,24:26,53370,45483,19,12
LEC,LEC/2026 Season/Versus Playoffs_Round 1_4_1,LEC/2026 Season/Versus Playoffs_Round 1_4,Karmine Corp,GIANTX,3.0,2-0,32:34,69380,56312,16,4
LEC,LEC/2026 Season/Versus Playoffs_Round 1_4_2,LEC/2026 Season/Versus Playoffs_Round 1_4,Karmine Corp,GIANTX,3.0,2-0,34:09,58648,77639,6,21
LEC,LEC/2026 Season/Versus Playoffs_Round 1_5_1,LEC/2026 Season/Versus Playoffs_Round 1_5,GIANTX,Team Heretics,3.0,2-1,30:47,64843,53949,15,3
LEC,LEC/2026 Season/Versus Playoffs_Round 1_5_2,LEC/2026 Season/Versus Playoffs_Round 1_5,Team Heretics,GIANTX,3.0,2-1,38:05,72827,75274,12,12
LEC,LEC/2026 Season/Versus Playoffs_Round 1_5_3,LEC/2026 Season/Versus Playoffs_Round 1_5,GIANTX,Team Heretics,3.0,2-1,29:48,63246,51004,12,1
LEC,LEC/2026 Season/Versus Playoffs_Round 1_6_1,LEC/2026 Season/Versus Playoffs_Round 1_6,Team Vitality,Fnatic,3.0,0-2,33:04,71351,58723,17,9
LEC,LEC/2026 Season/Versus Playoffs_Round 1_6_2,LEC/2026 Season/Versus Playoffs_Round 1_6,Team Vitality,Fnatic,3.0,0-2,36:20,75904,63551,22,12
LEC,LEC/2026 Season/Versus Playoffs_Round 2_1_1,LEC/2026 Season/Versus Playoffs_Round 2_1,Movistar KOI,Natus Vincere,3.0,0-2,32:03,71253,56573,20,4
LEC,LEC/2026 Season/Versus Playoffs_Round 2_1_2,LEC/2026 Season/Versus Playoffs_Round 2_1,Movistar KOI,Natus Vincere,3.0,0-2,37:50,76356,66597,19,5
LEC,LEC/2026 Season/Versus Playoffs_Round 2_2_1,LEC/2026 Season/Versus Playoffs_Round 2_2,G2 Esports,Karmine Corp,3.0,0-2,33:09,74783,56858,24,8
LEC,LEC/2026 Season/Versus Playoffs_Round 2_2_2,LEC/2026 Season/Versus Playoffs_Round 2_2,G2 Esports,Karmine Corp,3.0,0-2,49:53,101725,95097,31,19
LEC,LEC/2026 Season/Versus Playoffs_Round 2_3_1,LEC/2026 Season/Versus Playoffs_Round 2_3,Natus Vincere,GIANTX,3.0,1-2,35:43,74303,62383,12,6
LEC,LEC/2026 Season/Versus Playoffs_Round 2_3_2,LEC/2026 Season/Versus Playoffs_Round 2_3,GIANTX,Natus Vincere,3.0,1-2,29:59,57342,59615,11,16
LEC,LEC/2026 Season/Versus Playoffs_Round 2_3_3,LEC/2026 Season/Versus Playoffs_Round 2_3,GIANTX,Natus Vincere,3.0,1-2,36:25,72648,63086,12,6
LEC,LEC/2026 Season/Versus Playoffs_Round 2_4_1,LEC/2026 Season/Versus Playoffs_Round 2_4,Team Vitality,Karmine Corp,3.0,2-1,38:49,79924,71783,16,13
LEC,LEC/2026 Season/Versus Playoffs_Round 2_4_2,LEC/2026 Season/Versus Playoffs_Round 2_4,Karmine Corp,Team Vitality,3.0,2-1,34:27,64341,73562,12,21
LEC,LEC/2026 Season/Versus Playoffs_Round 2_4_3,LEC/2026 Season/Versus Playoffs_Round 2_4,Karmine Corp,Team Vitality,3.0,2-1,25:39,39847,58467,2,20
LEC,LEC/2026 Season/Versus Playoffs_Round 3_1_1,LEC/2026 Season/Versus Playoffs_Round 3_1,Karmine Corp,GIANTX,5.0,0-3,32:54,57751,72511,8,22
LEC,LEC/2026 Season/Versus Playoffs_Round 3_1_2,LEC/2026 Season/Versus Playoffs_Round 3_1,Karmine Corp,GIANTX,5.0,0-3,31:36,57841,67191,5,14
LEC,LEC/2026 Season/Versus Playoffs_Round 3_1_3,LEC/2026 Season/Versus Playoffs_Round 3_1,Karmine Corp,GIANTX,5.0,0-3,41:37,76566,85677,11,18
LEC,LEC/2026 Season/Versus Playoffs_Round 4_1_1,LEC/2026 Season/Versus Playoffs_Round 4_1,G2 Esports,Movistar KOI,5.0,3-0,33:53,71850,61244,18,10
LEC,LEC/2026 Season/Versus Playoffs_Round 4_1_2,LEC/2026 Season/Versus Playoffs_Round 4_1,G2 Esports,Movistar KOI,5.0,3-0,27:19,62315,49516,23,8
LEC,LEC/2026 Season/Versus Playoffs_Round 4_1_3,LEC/2026 Season/Versus Playoffs_Round 4_1,G2 Esports,Movistar KOI,5.0,3-0,36:39,76612,67204,22,14
LEC,LEC/2026 Season/Versus Playoffs_Round 4_2_1,LEC/2026 Season/Versus Playoffs_Round 4_2,Movistar KOI,Karmine Corp,5.0,2-3,34:35,73040,59644,15,6
LEC,LEC/2026 Season/Versus Playoffs_Round 4_2_2,LEC/2026 Season/Versus Playoffs_Round 4_2,Karmine Corp,Movistar KOI,5.0,2-3,25:46,40256,57592,1,18
LEC,LEC/2026 Season/Versus Playoffs_Round 4_2_3,LEC/2026 Season/Versus Playoffs_Round 4_2,Movistar KOI,Karmine Corp,5.0,2-3,29:38,65434,51487,19,9
LEC,LEC/2026 Season/Versus Playoffs_Round 4_2_4,LEC/2026 Season/Versus Playoffs_Round 4_2,Karmine Corp,Movistar KOI,5.0,2-3,33:50,58840,66520,3,11
LEC,LEC/2026 Season/Versus Playoffs_Round 4_2_5,LEC/2026 Season/Versus Playoffs_Round 4_2,Karmine Corp,Movistar KOI,5.0,2-3,25:13,38956,57968,1,18
LEC,LEC/2026 Season/Versus Season_Week 1_1_1,LEC/2026 Season/Versus Season_Week 1_1,Fnatic,Los Ratones,1.0,0-1,32:13,69928,57367,13,2
LEC,LEC/2026 Season/Versus Season_Week 1_10_1,LEC/2026 Season/Versus Season_Week 1_10,SK Gaming,Fnatic,1.0,1-0,28:12,50086,64884,10,26
LEC,LEC/2026 Season/Versus Season_Week 1_11_1,LEC/2026 Season/Versus Season_Week 1_11,GIANTX,G2 Esports,1.0,0-1,35:59,65858,71091,14,19
LEC,LEC/2026 Season/Versus Season_Week 1_12_1,LEC/2026 Season/Versus Season_Week 1_12,Movistar KOI,Karmine Corp,1.0,1-0,32:14,59867,67431,8,16
LEC,LEC/2026 Season/Versus Season_Week 1_13_1,LEC/2026 Season/Versus Season_Week 1_13,Fnatic,Natus Vincere,1.0,0-1,37:50,70122,76904,10,17
LEC,LEC/2026 Season/Versus Season_Week 1_14_1,LEC/2026 Season/Versus Season_Week 1_14,Team Vitality,Karmine Corp Blue,1.0,1-0,36:03,66566,80064,13,28
LEC,LEC/2026 Season/Versus Season_Week 1_15_1,LEC/2026 Season/Versus Season_Week 1_15,Team Heretics,GIANTX,1.0,1-0,41:47,89192,76628,19,8
LEC,LEC/2026 Season/Versus Season_Week 1_16_1,LEC/2026 Season/Versus Season_Week 1_16,Shifters,Movistar KOI,1.0,1-0,26:41,56976,45824,22,4
LEC,LEC/2026 Season/Versus Season_Week 1_17_1,LEC/2026 Season/Versus Season_Week 1_17,Karmine Corp,Los Ratones,1.0,0-1,37:21,69085,76981,11,15
LEC,LEC/2026 Season/Versus Season_Week 1_18_1,LEC/2026 Season/Versus Season_Week 1_18,G2 Esports,SK Gaming,1.0,0-1,25:32,59766,43035,22,5
LEC,LEC/2026 Season/Versus Season_Week 1_2_1,LEC/2026 Season/Versus Season_Week 1_2,GIANTX,Shifters,1.0,0-1,35:25,73219,71954,19,20
LEC,LEC/2026 Season/Versus Season_Week 1_3_1,LEC/2026 Season/Versus Season_Week 1_3,Natus Vincere,Team Heretics,1.0,0-1,32:34,57861,71500,5,16
LEC,LEC/2026 Season/Versus Season_Week 1_4_1,LEC/2026 Season/Versus Season_Week 1_4,Team Vitality,SK Gaming,1.0,1-0,33:44,63223,74444,14,25
LEC,LEC/2026 Season/Versus Season_Week 1_5_1,LEC/2026 Season/Versus Season_Week 1_5,Karmine Corp,Karmine Corp Blue,1.0,0-1,35:35,77309,65112,20,11
LEC,LEC/2026 Season/Versus Season_Week 1_6_1,LEC/2026 Season/Versus Season_Week 1_6,Movistar KOI,G2 Esports,1.0,1-0,31:52,54061,72505,7,17
LEC,LEC/2026 Season/Versus Season_Week 1_7_1,LEC/2026 Season/Versus Season_Week 1_7,Shifters,Team Heretics,1.0,0-1,40:19,71774,78401,8,14
LEC,LEC/2026 Season/Versus Season_Week 1_8_1,LEC/2026 Season/Versus Season_Week 1_8,Karmine Corp Blue,Los Ratones,1.0,0-1,37:22,70452,80419,10,20
LEC,LEC/2026 Season/Versus Season_Week 1_9_1,LEC/2026 Season/Versus Season_Week 1_9,Natus Vincere,Team Vitality,1.0,0-1,30:41,59155,68319,11,22
LEC,LEC/2026 Season/Versus Season_Week 2_1_1,LEC/2026 Season/Versus Season_Week 2_1,GIANTX,Los Ratones,1.0,0-1,24:31,55988,42488,14,5
LEC,LEC/2026 Season/Versus Season_Week 2_10_1,LEC/2026 Season/Versus Season_Week 2_10,Movistar KOI,Karmine Corp Blue,1.0,1-0,25:55,42681,63375,6,27
LEC,LEC/2026 Season/Versus Season_Week 2_11_1,LEC/2026 Season/Versus Season_Week 2_11,Fnatic,GIANTX,1.0,1-0,28:30,59996,50049,12,4
LEC,LEC/2026 Season/Versus Season_Week 2_12_1,LEC/2026 Season/Versus Season_Week 2_12,Karmine Corp,G2 Esports,1.0,1-0,33:43,57646,73309,4,19
LEC,LEC/2026 Season/Versus Season_Week 2_13_1,LEC/2026 Season/Versus Season_Week 2_13,SK Gaming,Karmine Corp Blue,1.0,1-0,25:17,60741,44077,26,7
LEC,LEC/2026 Season/Versus Season_Week 2_14_1,LEC/2026 Season/Versus Season_Week 2_14,Los Ratones,Shifters,1.0,0-1,37:25,71511,78561,14,20
LEC,LEC/2026 Season/Versus Season_Week 2_15_1,LEC/2026 Season/Versus Season_Week 2_15,Fnatic,Team Vitality,1.0,0-1,29:42,52227,66967,2,20
LEC,LEC/2026 Season/Versus Season_Week 2_16_1,LEC/2026 Season/Versus Season_Week 2_16,G2 Esports,Team Heretics,1.0,0-1,29:06,61580,47460,17,6
LEC,LEC/2026 Season/Versus Season_Week 2_17_1,LEC/2026 Season/Versus Season_Week 2_17,Karmine Corp,Natus Vincere,1.0,0-1,30:48,53276,66666,6,16
LEC,LEC/2026 Season/Versus Season_Week 2_18_1,LEC/2026 Season/Versus Season_Week 2_18,GIANTX,Movistar KOI,1.0,0-1,32:41,56653,67323,5,12
LEC,LEC/2026 Season/Versus Season_Week 2_2_1,LEC/2026 Season/Versus Season_Week 2_2,Natus Vincere,Karmine Corp Blue,1.0,1-0,37:55,79956,73133,25,24
LEC,LEC/2026 Season/Versus Season_Week 2_3_1,LEC/2026 Season/Versus Season_Week 2_3,Team Heretics,Team Vitality,1.0,0-1,32:27,66248,60573,13,8
LEC,LEC/2026 Season/Versus Season_Week 2_4_1,LEC/2026 Season/Versus Season_Week 2_4,G2 Esports,Shifters,1.0,0-1,29:29,68879,52372,25,7
LEC,LEC/2026 Season/Versus Season_Week 2_5_1,LEC/2026 Season/Versus Season_Week 2_5,Karmine Corp,SK Gaming,1.0,0-1,37:20,67500,80431,6,22
LEC,LEC/2026 Season/Versus Season_Week 2_6_1,LEC/2026 Season/Versus Season_Week 2_6,Movistar KOI,Fnatic,1.0,1-0,32:05,57089,67577,11,22
LEC,LEC/2026 Season/Versus Season_Week 2_7_1,LEC/2026 Season/Versus Season_Week 2_7,Team Vitality,Shifters,1.0,1-0,32:57,68426,61004,19,12
LEC,LEC/2026 Season/Versus Season_Week 2_8_1,LEC/2026 Season/Versus Season_Week 2_8,Natus Vincere,SK Gaming,1.0,0-1,30:43,53935,65156,6,18
LEC,LEC/2026 Season/Versus Season_Week 2_9_1,LEC/2026 Season/Versus Season_Week 2_9,Los Ratones,Team Heretics,1.0,0-1,32:49,58983,70260,8,20
LEC,LEC/2026 Season/Versus Season_Week 3_1_1,LEC/2026 Season/Versus Season_Week 3_1,SK Gaming,Team Heretics,1.0,0-1,39:25,71257,84315,12,19
LEC,LEC/2026 Season/Versus Season_Week 3_10_1,LEC/2026 Season/Versus Season_Week 3_10,Movistar KOI,SK Gaming,1.0,0-1,36:12,70204,82533,13,24
LEC,LEC/2026 Season/Versus Season_Week 3_11_1,LEC/2026 Season/Versus Season_Week 3_11,Karmine Corp,Fnatic,1.0,1-0,30:18,49724,64790,1,11
LEC,LEC/2026 Season/Versus Season_Week 3_12_1,LEC/2026 Season/Versus Season_Week 3_12,Los Ratones,G2 Esports,1.0,1-0,31:32,55649,63511,6,10
LEC,LEC/2026 Season/Versus Season_Week 3_13_1,LEC/2026 Season/Versus Season_Week 3_13,Fnatic,Karmine Corp Blue,1.0,0-1,33:25,57483,70327,5,17
LEC,LEC/2026 Season/Versus Season_Week 3_14_1,LEC/2026 Season/Versus Season_Week 3_14,GIANTX,SK Gaming,1.0,0-1,34:37,67241,70941,11,13
LEC,LEC/2026 Season/Versus Season_Week 3_15_1,LEC/2026 Season/Versus Season_Week 3_15,Natus Vincere,Los Ratones,1.0,1-0,30:49,51758,67212,3,20
LEC,LEC/2026 Season/Versus Season_Week 3_16_1,LEC/2026 Season/Versus Season_Week 3_16,G2 Esports,Team Vitality,1.0,0-1,40:38,78857,78266,19,13
