role,championId,win,allies,enemies
BOTTOM,15,1,"75,887,99,16","904,32,103,901,80"
UTILITY,16,1,"75,887,99,15","904,32,103,901,80"
TOP,904,0,"32,103,901,80","75,887,99,15,16"
JUNGLE,32,0,"904,103,901,80","75,887,99,15,16"
MIDDLE,103,0,"904,32,901,80","75,887,99,15,16"
BOTTOM,901,0,"904,32,103,80","75,887,99,15,16"
UTILITY,80,0,"904,32,103,901","75,887,99,15,16"
TOP,516,0,"58,517,29,117","122,56,112,30,267"
JUNGLE,58,0,"516,517,29,117","122,56,112,30,267"
MIDDLE,517,0,"516,58,29,117","122,56,112,30,267"
BOTTOM,29,0,"516,58,517,117","122,56,112,30,267"
UTILITY,117,0,"516,58,517,29","122,56,112,30,267"
TOP,122,1,"56,112,30,267","516,58,517,29,117"
JUNGLE,56,1,"122,112,30,267","516,58,517,29,117"
MIDDLE,112,1,"122,56,30,267","516,58,517,29,117"
BOTTOM,30,1,"122,56,112,267","516,58,517,29,117"
UTILITY,267,1,"122,56,112,30","516,58,517,29,117"
TOP,84,1,"11,517,96,117","240,254,103,203,16"
JUNGLE,11,1,"84,517,96,117","240,254,103,203,16"
MIDDLE,517,1,"84,11,96,117","240,254,103,203,16"
BOTTOM,96,1,"84,11,517,117","240,254,103,203,16"
UTILITY,117,1,"84,11,517,96","240,254,103,203,16"
TOP,240,0,"254,103,203,16","84,11,517,96,117"
JUNGLE,254,0,"240,103,203,16","84,11,517,96,117"
MIDDLE,103,0,"240,254,203,16","84,11,517,96,117"
BOTTOM,203,0,"240,254,103,16","84,11,517,96,117"
UTILITY,16,0,"240,254,103,203","84,11,517,96,117"
TOP,223,1,"131,61,81,37","240,234,84,51,497"
JUNGLE,131,1,"223,61,81,37","240,234,84,51,497"
MIDDLE,61,1,"223,131,81,37","240,234,84,51,497"
BOTTOM,81,1,"223,131,61,37","240,234,84,51,497"
UTILITY,37,1,"223,131,61,81","240,234,84,51,497"
TOP,240,0,"234,84,51,497","223,131,61,81,37"
JUNGLE,234,0,"240,84,51,497","223,131,61,81,37"
MIDDLE,84,0,"240,234,51,497","223,131,61,81,37"
BOTTOM,51,0,"240,234,84,497","223,131,61,81,37"
UTILITY,497,0,"240,234,84,51","223,131,61,81,37"
TOP,114,1,"11,42,74,161","78,32,90,51,99"
JUNGLE,11,1,"114,42,74,161","78,32,90,51,99"
MIDDLE,42,1,"114,11,74,161","78,32,90,51,99"
BOTTOM,74,1,"114,11,42,161","78,32,90,51,99"
UTILITY,161,1,"114,11,42,74","78,32,90,51,99"
TOP,78,0,"32,90,51,99","114,11,42,74,161"
JUNGLE,32,0,"78,90,51,99","114,11,42,74,161"
MIDDLE,90,0,"78,32,51,99","114,11,42,74,161"
BOTTOM,51,0,"78,32,90,99","114,11,42,74,161"
UTILITY,99,0,"78,32,90,51","114,11,42,74,161"
TOP,67,0,"121,8,202,902","75,113,134,15,117"
JUNGLE,121,0,"67,8,202,902","75,113,134,15,117"
MIDDLE,8,0,"67,121,202,902","75,113,134,15,117"
BOTTOM,202,0,"67,121,8,902","75,113,134,15,117"
UTILITY,902,0,"67,121,8,202","75,113,134,15,117"
TOP,75,1,"113,134,15,117","67,121,8,202,902"
JUNGLE,113,1,"75,134,15,117","67,121,8,202,902"
MIDDLE,134,1,"75,113,15,117","67,121,8,202,902"
BOTTOM,15,1,"75,113,134,117","67,121,8,202,902"
UTILITY,117,1,"75,113,134,15","67,121,8,202,902"
TOP,24,0,"11,246,21,54","897,154,161,22,235"
JUNGLE,11,0,"24,246,21,54","897,154,161,22,235"
MIDDLE,246,0,"24,11,21,54","897,154,161,22,235"
BOTTOM,21,0,"24,11,246,54","897,154,161,22,235"
UTILITY,54,0,"24,11,246,21","897,154,161,22,235"
TOP,897,1,"154,161,22,235","24,11,246,21,54"
JUNGLE,154,1,"897,161,22,235","24,11,246,21,54"
MIDDLE,161,1,"897,154,22,235","24,11,246,21,54"
BOTTOM,22,1,"897,154,161,235","24,11,246,21,54"
UTILITY,235,1,"897,154,161,22","24,11,246,21,54"
TOP,14,1,"64,127,222,432","86,113,910,18,201"
JUNGLE,64,1,"14,127,222,432","86,113,910,18,201"
MIDDLE,127,1,"14,64,222,432","86,113,910,18,201"
BOTTOM,222,1,"14,64,127,432","86,113,910,18,201"
UTILITY,432,1,"14,64,127,222","86,113,910,18,201"
TOP,86,0,"113,910,18,201","14,64,127,222,432"
JUNGLE,113,0,"86,910,18,201","14,64,127,222,432"
MIDDLE,910,0,"86,113,18,201","14,64,127,222,432"
BOTTOM,18,0,"86,113,910,201","14,64,127,222,432"
UTILITY,201,0,"86,113,910,18","14,64,127,222,432"
TOP,31,1,"121,950,145,526","122,245,45,901,7"
JUNGLE,121,1,"31,950,145,526","122,245,45,901,7"
MIDDLE,950,1,"31,121,145,526","122,245,45,901,7"
BOTTOM,145,1,"31,121,950,526","122,245,45,901,7"
UTILITY,526,1,"31,121,950,145","122,245,45,901,7"
TOP,122,0,"245,45,901,7","31,121,950,145,526"
JUNGLE,245,0,"122,45,901,7","31,121,950,145,526"
MIDDLE,45,0,"122,245,901,7","31,121,950,145,526"
BOTTOM,901,0,"122,245,45,7","31,121,950,145,526"
UTILITY,7,0,"122,245,45,901","31,121,950,145,526"
TOP,420,1,"9,96,910,25","110,64,115,202,111"
JUNGLE,9,1,"420,96,910,25","110,64,115,202,111"
MIDDLE,96,1,"420,9,910,25","110,64,115,202,111"
BOTTOM,910,1,"420,9,96,25","110,64,115,202,111"
UTILITY,25,1,"420,9,96,910","110,64,115,202,111"
TOP,110,0,"64,115,202,111","420,9,96,910,25"
JUNGLE,64,0,"110,115,202,111","420,9,96,910,25"
MIDDLE,115,0,"110,64,202,111","420,9,96,910,25"
BOTTOM,202,0,"110,64,115,111","420,9,96,910,25"
UTILITY,111,0,"110,64,115,202","420,9,96,910,25"
TOP,98,0,"56,101,901,37","54,120,45,523,117"
JUNGLE,56,0,"98,101,901,37","54,120,45,523,117"
MIDDLE,101,0,"98,56,901,37","54,120,45,523,117"
BOTTOM,901,0,"98,56,101,37","54,120,45,523,117"
UTILITY,37,0,"98,56,101,901","54,120,45,523,117"
TOP,54,1,"120,45,523,117","98,56,101,901,37"
JUNGLE,120,1,"54,45,523,117","98,56,101,901,37"
MIDDLE,45,1,"54,120,523,117","98,56,101,901,37"
BOTTOM,523,1,"54,120,45,117","98,56,101,901,37"
UTILITY,117,1,"54,120,45,523","98,56,101,901,37"
JUNGLE,104,1,"133,910,51,25","76,90,126,202,22"
TOP,133,1,"104,910,51,25","76,90,126,202,22"
MIDDLE,910,1,"104,133,51,25","76,90,126,202,22"
BOTTOM,51,1,"104,133,910,25","76,90,126,202,22"
UTILITY,25,1,"104,133,910,51","76,90,126,202,22"
JUNGLE,76,0,"90,126,202,22","104,133,910,51,25"
MIDDLE,90,0,"76,126,202,22","104,133,910,51,25"
TOP,126,0,"76,90,202,22","104,133,910,51,25"
BOTTOM,202,0,"76,90,126,22","104,133,910,51,25"
UTILITY,22,0,"76,90,126,202","104,133,910,51,25"
TOP,83,1,"141,55,202,235","74,11,38,21,53"
JUNGLE,141,1,"83,55,202,235","74,11,38,21,53"
MIDDLE,55,1,"83,141,202,235","74,11,38,21,53"
BOTTOM,202,1,"83,141,55,235","74,11,38,21,53"
UTILITY,235,1,"83,141,55,202","74,11,38,21,53"
TOP,74,0,"11,38,21,53","83,141,55,202,235"
JUNGLE,11,0,"74,38,21,53","83,141,55,202,235"
MIDDLE,38,0,"74,11,21,53","83,141,55,202,235"
BOTTOM,21,0,"74,11,38,53","83,141,55,202,235"
UTILITY,53,0,"74,11,38,21","83,141,55,202,235"
TOP,86,1,"32,127,901,143","82,154,84,21,497"
JUNGLE,32,1,"86,127,901,143","82,154,84,21,497"
MIDDLE,127,1,"86,32,901,143","82,154,84,21,497"
BOTTOM,901,1,"86,32,127,143","82,154,84,21,497"
UTILITY,143,1,"86,32,127,901","82,154,84,21,497"
TOP,82,0,"154,84,21,497","86,32,127,901,143"
JUNGLE,154,0,"82,84,21,497","86,32,127,901,143"
MIDDLE,84,0,"82,154,21,497","86,32,127,901,143"
BOTTOM,21,0,"82,154,84,497","86,32,127,901,143"
UTILITY,497,0,"82,154,84,21","86,32,127,901,143"
TOP,58,0,"104,893,51,43","75,143,131,67,117"
JUNGLE,104,0,"58,893,51,43","75,143,131,67,117"
MIDDLE,893,0,"58,104,51,43","75,143,131,67,117"
BOTTOM,51,0,"58,104,893,43","75,143,131,67,117"
UTILITY,43,0,"58,104,893,51","75,143,131,67,117"
TOP,75,1,"143,131,67,117","58,104,893,51,43"
JUNGLE,143,1,"75,131,67,117","58,104,893,51,43"
MIDDLE,131,1,"75,143,67,117","58,104,893,51,43"
BOTTOM,67,1,"75,143,131,117","58,104,893,51,43"
UTILITY,117,1,"75,143,131,67","58,104,893,51,43"
TOP,80,1,"106,112,202,800","34,120,38,222,164"
JUNGLE,106,1,"80,112,202,800","34,120,38,222,164"
MIDDLE,112,1,"80,106,202,800","34,120,38,222,164"
BOTTOM,202,1,"80,106,112,800","34,120,38,222,164"
UTILITY,800,1,"80,106,112,202","34,120,38,222,164"
TOP,34,0,"120,38,222,164","80,106,112,202,800"
JUNGLE,120,0,"34,38,222,164","80,106,112,202,800"
MIDDLE,38,0,"34,120,222,164","80,106,112,202,800"
BOTTOM,222,0,"34,120,38,164","80,106,112,202,800"
UTILITY,164,0,"34,120,38,222","80,106,112,202,800"
TOP,58,1,"44,99,222,235","516,234,13,42,267"
JUNGLE,44,1,"58,99,222,235","516,234,13,42,267"
MIDDLE,99,1,"58,44,222,235","516,234,13,42,267"
BOTTOM,222,1,"58,44,99,235","516,234,13,42,267"
UTILITY,235,1,"58,44,99,222","516,234,13,42,267"
TOP,516,0,"234,13,42,267","58,44,99,222,235"
JUNGLE,234,0,"516,13,42,267","58,44,99,222,235"
MIDDLE,13,0,"516,234,42,267","58,44,99,222,235"
BOTTOM,42,0,"516,234,13,267","58,44,99,222,235"
UTILITY,267,0,"516,234,13,42","58,44,99,222,235"
TOP,266,1,"876,84,901,50","27,131,777,221,350"
JUNGLE,876,1,"266,84,901,50","27,131,777,221,350"
MIDDLE,84,1,"266,876,901,50","27,131,777,221,350"
BOTTOM,901,1,"266,876,84,50","27,131,777,221,350"
UTILITY,50,1,"266,876,84,901","27,131,777,221,350"
TOP,27,0,"131,777,221,350","266,876,84,901,50"
JUNGLE,131,0,"27,777,221,350","266,876,84,901,50"
MIDDLE,777,0,"27,131,221,350","266,876,84,901,50"
BOTTOM,221,0,"27,131,777,350","266,876,84,901,50"
UTILITY,350,0,"27,131,777,221","266,876,84,901,50"
TOP,103,1,"245,238,221,412","14,54,517,145,555"
JUNGLE,245,1,"103,238,221,412","14,54,517,145,555"
MIDDLE,238,1,"103,245,221,412","14,54,517,145,555"
BOTTOM,221,1,"103,245,238,412","14,54,517,145,555"
UTILITY,412,1,"103,245,238,221","14,54,517,145,555"
TOP,14,0,"54,517,145,555","103,245,238,221,412"
JUNGLE,54,0,"14,517,145,555","103,245,238,221,412"
MIDDLE,517,0,"14,54,145,555","103,245,238,221,412"
BOTTOM,145,0,"14,54,517,555","103,245,238,221,412"
UTILITY,555,0,"14,54,517,145","103,245,238,221,412"
TOP,98,1,"104,61,145,111","887,24,7,523,16"
JUNGLE,104,1,"98,61,145,111","887,24,7,523,16"
MIDDLE,61,1,"98,104,145,111","887,24,7,523,16"
BOTTOM,145,1,"98,104,61,111","887,24,7,523,16"
UTILITY,111,1,"98,104,61,145","887,24,7,523,16"
TOP,887,0,"24,7,523,16","98,104,61,145,111"
JUNGLE,24,0,"887,7,523,16","98,104,61,145,111"
MIDDLE,7,0,"887,24,523,16","98,104,61,145,111"
BOTTOM,523,0,"887,24,7,16","98,104,61,145,111"
UTILITY,16,0,"887,24,7,523","98,104,61,145,111"
TOP,78,0,"28,34,18,89","223,154,238,360,902"
JUNGLE,28,0,"78,34,18,89","223,154,238,360,902"
MIDDLE,34,0,"78,28,18,89","223,154,238,360,902"
BOTTOM,18,0,"78,28,34,89","223,154,238,360,902"
UTILITY,89,0,"78,28,34,18","223,154,238,360,902"
TOP,223,1,"154,238,360,902","78,28,34,18,89"
JUNGLE,154,1,"223,238,360,902","78,28,34,18,89"
MIDDLE,238,1,"223,154,360,902","78,28,34,18,89"
BOTTOM,360,1,"223,154,238,902","78,28,34,18,89"
UTILITY,902,1,"223,154,238,360","78,28,34,18,89"
TOP,23,1,"154,517,901,16","266,5,245,81,350"
JUNGLE,154,1,"23,517,901,16","266,5,245,81,350"
MIDDLE,517,1,"23,154,901,16","266,5,245,81,350"
BOTTOM,901,1,"23,154,517,16","266,5,245,81,350"
UTILITY,16,1,"23,154,517,901","266,5,245,81,350"
TOP,266,0,"5,245,81,350","23,154,517,901,16"
JUNGLE,5,0,"266,245,81,350","23,154,517,901,16"
MIDDLE,245,0,"266,5,81,350","23,154,517,901,16"
BOTTOM,81,0,"266,5,245,350","23,154,517,901,16"
UTILITY,350,0,"266,5,245,81","23,154,517,901,16"
TOP,904,0,"59,34,45,267","157,64,90,222,201"
JUNGLE,59,0,"904,34,45,267","157,64,90,222,201"
MIDDLE,34,0,"904,59,45,267","157,64,90,222,201"
BOTTOM,45,0,"904,59,34,267","157,64,90,222,201"
UTILITY,267,0,"904,59,34,45","157,64,90,222,201"
TOP,157,1,"64,90,222,201","904,59,34,45,267"
JUNGLE,64,1,"157,90,222,201","904,59,34,45,267"
MIDDLE,90,1,"157,64,222,201","904,59,34,45,267"
BOTTOM,222,1,"157,64,90,201","904,59,34,45,267"
UTILITY,201,1,"157,64,90,222","904,59,34,45,267"
TOP,897,1,"421,103,67,412","31,233,517,81,16"
JUNGLE,421,1,"897,103,67,412","31,233,517,81,16"
MIDDLE,103,1,"897,421,67,412","31,233,517,81,16"
BOTTOM,67,1,"897,421,103,412","31,233,517,81,16"
UTILITY,412,1,"897,421,103,67","31,233,517,81,16"
TOP,31,0,"233,517,81,16","897,421,103,67,412"
JUNGLE,233,0,"31,517,81,16","897,421,103,67,412"
MIDDLE,517,0,"31,233,81,16","897,421,103,67,412"
BOTTOM,81,0,"31,233,517,16","897,421,103,67,412"
UTILITY,16,0,"31,233,517,81","897,421,103,67,412"
TOP,36,1,"120,245,145,111","799,876,166,81,350"
JUNGLE,120,1,"36,245,145,111","799,876,166,81,350"
MIDDLE,245,1,"36,120,145,111","799,876,166,81,350"
BOTTOM,145,1,"36,120,245,111","799,876,166,81,350"
UTILITY,111,1,"36,120,245,145","799,876,166,81,350"
TOP,799,0,"876,166,81,350","36,120,245,145,111"
JUNGLE,876,0,"799,166,81,350","36,120,245,145,111"
MIDDLE,166,0,"799,876,81,350","36,120,245,145,111"
BOTTOM,81,0,"799,876,166,350","36,120,245,145,111"
UTILITY,350,0,"799,876,166,81","36,120,245,145,111"
TOP,6,1,"121,8,498,350","17,9,134,81,147"
JUNGLE,121,1,"6,8,498,350","17,9,134,81,147"
MIDDLE,8,1,"6,121,498,350","17,9,134,81,147"
BOTTOM,498,1,"6,121,8,350","17,9,134,81,147"
UTILITY,350,1,"6,121,8,498","17,9,134,81,147"
TOP,17,0,"9,134,81,147","6,121,8,498,350"
JUNGLE,9,0,"17,134,81,147","6,121,8,498,350"
MIDDLE,134,0,"17,9,81,147","6,121,8,498,350"
BOTTOM,81,0,"17,9,134,147","6,121,8,498,350"
UTILITY,147,0,"17,9,134,81","6,121,8,498,350"
TOP,82,1,"60,711,29,350","266,24,34,910,267"
JUNGLE,60,1,"82,711,29,350","266,24,34,910,267"
MIDDLE,711,1,"82,60,29,350","266,24,34,910,267"
BOTTOM,29,1,"82,60,711,350","266,24,34,910,267"
UTILITY,350,1,"82,60,711,29","266,24,34,910,267"
TOP,266,0,"24,34,910,267","82,60,711,29,350"
JUNGLE,24,0,"266,34,910,267","82,60,711,29,350"
MIDDLE,34,0,"266,24,910,267","82,60,711,29,350"
BOTTOM,910,0,"266,24,34,267","82,60,711,29,350"
UTILITY,267,0,"266,24,34,910","82,60,711,29,350"
TOP,223,1,"11,90,119,40","897,5,142,15,89"
JUNGLE,11,1,"223,90,119,40","897,5,142,15,89"
MIDDLE,90,1,"223,11,119,40","897,5,142,15,89"
BOTTOM,119,1,"223,11,90,40","897,5,142,15,89"
UTILITY,40,1,"223,11,90,119","897,5,142,15,89"
TOP,897,0,"5,142,15,89","223,11,90,119,40"
JUNGLE,5,0,"897,142,15,89","223,11,90,119,40"
MIDDLE,142,0,"897,5,15,89","223,11,90,119,40"
BOTTOM,15,0,"897,5,142,89","223,11,90,119,40"
UTILITY,89,0,"897,5,142,15","223,11,90,119,40"
TOP,75,1,"106,8,236,267","85,56,84,145,89"
JUNGLE,106,1,"75,8,236,267","85,56,84,145,89"
MIDDLE,8,1,"75,106,236,267","85,56,84,145,89"
BOTTOM,236,1,"75,106,8,267","85,56,84,145,89"
UTILITY,267,1,"75,106,8,236","85,56,84,145,89"
TOP,85,0,"56,84,145,89","75,106,8,236,267"
JUNGLE,56,0,"85,84,145,89","75,106,8,236,267"
MIDDLE,84,0,"85,56,145,89","75,106,8,236,267"
BOTTOM,145,0,"85,56,84,89","75,106,8,236,267"
UTILITY,89,0,"85,56,84,145","75,106,8,236,267"
TOP,14,1,"36,910,51,902","266,102,517,22,80"
JUNGLE,36,1,"14,910,51,902","266,102,517,22,80"
MIDDLE,910,1,"14,36,51,902","266,102,517,22,80"
BOTTOM,51,1,"14,36,910,902","266,102,517,22,80"
UTILITY,902,1,"14,36,910,51","266,102,517,22,80"
TOP,266,0,"102,517,22,80","14,36,910,51,902"
JUNGLE,102,0,"266,517,22,80","14,36,910,51,902"
MIDDLE,517,0,"266,102,22,80","14,36,910,51,902"
BOTTOM,22,0,"266,102,517,80","14,36,910,51,902"
UTILITY,80,0,"266,102,517,22","14,36,910,51,902"
TOP,266,0,"5,7,222,143","83,36,910,51,117"
JUNGLE,5,0,"266,7,222,143","83,36,910,51,117"
MIDDLE,7,0,"266,5,222,143","83,36,910,51,117"
BOTTOM,222,0,"266,5,7,143","83,36,910,51,117"
UTILITY,143,0,"266,5,7,222","83,36,910,51,117"
TOP,83,1,"36,910,51,117","266,5,7,222,143"
JUNGLE,36,1,"83,910,51,117","266,5,7,222,143"
MIDDLE,910,1,"83,36,51,117","266,5,7,222,143"
BOTTOM,51,1,"83,36,910,117","266,5,7,222,143"
UTILITY,117,1,"83,36,910,51","266,5,7,222,143"
TOP,78,0,"234,90,235,25","75,233,103,202,267"
JUNGLE,234,0,"78,90,235,25","75,233,103,202,267"
MIDDLE,90,0,"78,234,235,25","75,233,103,202,267"
BOTTOM,235,0,"78,234,90,25","75,233,103,202,267"
UTILITY,25,0,"78,234,90,235","75,233,103,202,267"
TOP,75,1,"233,103,202,267","78,234,90,235,25"
JUNGLE,233,1,"75,103,202,267","78,234,90,235,25"
MIDDLE,103,1,"75,233,202,267","78,234,90,235,25"
BOTTOM,202,1,"75,233,103,267","78,234,90,235,25"
UTILITY,267,1,"75,233,103,202","78,234,90,235,25"
TOP,24,1,"11,517,21,40","86,106,777,901,497"
JUNGLE,11,1,"24,517,21,40","86,106,777,901,497"
MIDDLE,517,1,"24,11,21,40","86,106,777,901,497"
BOTTOM,21,1,"24,11,517,40","86,106,777,901,497"
UTILITY,40,1,"24,11,517,21","86,106,777,901,497"
TOP,86,0,"106,777,901,497","24,11,517,21,40"
JUNGLE,106,0,"86,777,901,497","24,11,517,21,40"
MIDDLE,777,0,"86,106,901,497","24,11,517,21,40"
BOTTOM,901,0,"86,106,777,497","24,11,517,21,40"
UTILITY,497,0,"86,106,777,901","24,11,517,21,40"
TOP,85,1,"904,112,202,43","24,234,136,51,16"
JUNGLE,904,1,"85,112,202,43","24,234,136,51,16"
MIDDLE,112,1,"85,904,202,43","24,234,136,51,16"
BOTTOM,202,1,"85,904,112,43","24,234,136,51,16"
UTILITY,43,1,"85,904,112,202","24,234,136,51,16"
TOP,24,0,"234,136,51,16","85,904,112,202,43"
JUNGLE,234,0,"24,136,51,16","85,904,112,202,43"
MIDDLE,136,0,"24,234,51,16","85,904,112,202,43"
BOTTOM,51,0,"24,234,136,16","85,904,112,202,43"
UTILITY,16,0,"24,234,136,51","85,904,112,202,43"
TOP,119,0,"234,75,29,267","516,121,38,901,26"
JUNGLE,234,0,"119,75,29,267","516,121,38,901,26"
MIDDLE,75,0,"119,234,29,267","516,121,38,901,26"
BOTTOM,29,0,"119,234,75,267","516,121,38,901,26"
UTILITY,267,0,"119,234,75,29","516,121,38,901,26"
TOP,516,1,"121,38,901,26","119,234,75,29,267"
JUNGLE,121,1,"516,38,901,26","119,234,75,29,267"
MIDDLE,38,1,"516,121,901,26","119,234,75,29,267"
BOTTOM,901,1,"516,121,38,26","119,234,75,29,267"
UTILITY,26,1,"516,121,38,901","119,234,75,29,267"
TOP,11,0,"154,910,67,412","98,24,127,498,57"
JUNGLE,154,0,"11,910,67,412","98,24,127,498,57"
MIDDLE,910,0,"11,154,67,412","98,24,127,498,57"
BOTTOM,67,0,"11,154,910,412","98,24,127,498,57"
UTILITY,412,0,"11,154,910,67","98,24,127,498,57"
TOP,98,1,"24,127,498,57","11,154,910,67,412"
JUNGLE,24,1,"98,127,498,57","11,154,910,67,412"
MIDDLE,127,1,"98,24,498,57","11,154,910,67,412"
BOTTOM,498,1,"98,24,127,57","11,154,910,67,412"
UTILITY,57,1,"98,24,127,498","11,154,910,67,412"
TOP,36,1,"121,90,202,147","86,56,105,901,518"
JUNGLE,121,1,"36,90,202,147","86,56,105,901,518"
MIDDLE,90,1,"36,121,202,147","86,56,105,901,518"
BOTTOM,202,1,"36,121,90,147","86,56,105,901,518"
UTILITY,147,1,"36,121,90,202","86,56,105,901,518"
TOP,86,0,"56,105,901,518","36,121,90,202,147"
JUNGLE,56,0,"86,105,901,518","36,121,90,202,147"
MIDDLE,105,0,"86,56,901,518","36,121,90,202,147"
BOTTOM,901,0,"86,56,105,518","36,121,90,202,147"
UTILITY,518,0,"86,56,105,901","36,121,90,202,147"
TOP,799,0,"131,38,22,101","36,59,68,145,526"
JUNGLE,131,0,"799,38,22,101","36,59,68,145,526"
MIDDLE,38,0,"799,131,22,101","36,59,68,145,526"
BOTTOM,22,0,"799,131,38,101","36,59,68,145,526"
UTILITY,101,0,"799,131,38,22","36,59,68,145,526"
TOP,36,1,"59,68,145,526","799,131,38,22,101"
JUNGLE,59,1,"36,68,145,526","799,131,38,22,101"
MIDDLE,68,1,"36,59,145,526","799,131,38,22,101"
BOTTOM,145,1,"36,59,68,526","799,131,38,22,101"
UTILITY,526,1,"36,59,68,145","799,131,38,22,101"
TOP,516,0,"104,163,81,161","36,233,112,901,40"
JUNGLE,104,0,"516,163,81,161","36,233,112,901,40"
MIDDLE,163,0,"516,104,81,161","36,233,112,901,40"
BOTTOM,81,0,"516,104,163,161","36,233,112,901,40"
UTILITY,161,0,"516,104,163,81","36,233,112,901,40"
TOP,36,1,"233,112,901,40","516,104,163,81,161"
JUNGLE,233,1,"36,112,901,40","516,104,163,81,161"
MIDDLE,112,1,"36,233,901,40","516,104,163,81,161"
BOTTOM,901,1,"36,233,112,40","516,104,163,81,161"
UTILITY,40,1,"36,233,112,901","516,104,163,81,161"
TOP,150,0,"106,103,67,555","83,77,4,145,902"
JUNGLE,106,0,"150,103,67,555","83,77,4,145,902"
MIDDLE,103,0,"150,106,67,555","83,77,4,145,902"
BOTTOM,67,0,"150,106,103,555","83,77,4,145,902"
UTILITY,555,0,"150,106,103,67","83,77,4,145,902"
TOP,83,1,"77,4,145,902","150,106,103,67,555"
JUNGLE,77,1,"83,4,145,902","150,106,103,67,555"
MIDDLE,4,1,"83,77,145,902","150,106,103,67,555"
BOTTOM,145,1,"83,77,4,902","150,106,103,67,555"
UTILITY,902,1,"83,77,4,145","150,106,103,67,555"
TOP,240,1,"141,711,18,350","92,33,800,235,99"
JUNGLE,141,1,"240,711,18,350","92,33,800,235,99"
MIDDLE,711,1,"240,141,18,350","92,33,800,235,99"
BOTTOM,18,1,"240,141,711,350","92,33,800,235,99"
UTILITY,350,1,"240,141,711,18","92,33,800,235,99"
TOP,92,0,"33,800,235,99","240,141,711,18,350"
JUNGLE,33,0,"92,800,235,99","240,141,711,18,350"
MIDDLE,800,0,"92,33,235,99","240,141,711,18,350"
BOTTOM,235,0,"92,33,800,99","240,141,711,18,350"
UTILITY,99,0,"92,33,800,235","240,141,711,18,350"
TOP,80,1,"35,136,221,350","24,107,238,51,235"
JUNGLE,35,1,"80,136,221,350","24,107,238,51,235"
MIDDLE,136,1,"80,35,221,350","24,107,238,51,235"
BOTTOM,221,1,"80,35,136,350","24,107,238,51,235"
UTILITY,350,1,"80,35,136,221","24,107,238,51,235"
TOP,24,0,"107,238,51,235","80,35,136,221,350"
JUNGLE,107,0,"24,238,51,235","80,35,136,221,350"
MIDDLE,238,0,"24,107,51,235","80,35,136,221,350"
BOTTOM,51,0,"24,107,238,235","80,35,136,221,350"
UTILITY,235,0,"24,107,238,51","80,35,136,221,350"
TOP,777,0,"64,161,901,412","150,59,127,29,526"
JUNGLE,64,0,"777,161,901,412","150,59,127,29,526"
MIDDLE,161,0,"777,64,901,412","150,59,127,29,526"
BOTTOM,901,0,"777,64,161,412","150,59,127,29,526"
UTILITY,412,0,"777,64,161,901","150,59,127,29,526"
TOP,150,1,"59,127,29,526","777,64,161,901,412"
JUNGLE,59,1,"150,127,29,526","777,64,161,901,412"
MIDDLE,127,1,"150,59,29,526","777,64,161,901,412"
BOTTOM,29,1,"150,59,127,526","777,64,161,901,412"
UTILITY,526,1,"150,59,127,29","777,64,161,901,412"
TOP,84,0,"121,45,222,44","887,131,127,236,432"
JUNGLE,121,0,"84,45,222,44","887,131,127,236,432"
MIDDLE,45,0,"84,121,222,44","887,131,127,236,432"
BOTTOM,222,0,"84,121,45,44","887,131,127,236,432"
UTILITY,44,0,"84,121,45,222","887,131,127,236,432"
TOP,887,1,"131,127,236,432","84,121,45,222,44"
JUNGLE,131,1,"887,127,236,432","84,121,45,222,44"
MIDDLE,127,1,"887,131,236,432","84,121,45,222,44"
BOTTOM,236,1,"887,131,127,432","84,121,45,222,44"
UTILITY,432,1,"887,131,127,236","84,121,45,222,44"
TOP,106,1,"234,21,42,43","164,887,38,29,12"
JUNGLE,234,1,"106,21,42,43","164,887,38,29,12"
MIDDLE,21,1,"106,234,42,43","164,887,38,29,12"
BOTTOM,42,1,"106,234,21,43","164,887,38,29,12"
UTILITY,43,1,"106,234,21,42","164,887,38,29,12"
TOP,164,0,"887,38,29,12","106,234,21,42,43"
JUNGLE,887,0,"164,38,29,12","106,234,21,42,43"
MIDDLE,38,0,"164,887,29,12","106,234,21,42,43"
BOTTOM,29,0,"164,887,38,12","106,234,21,42,43"
UTILITY,12,0,"164,887,38,29","106,234,21,42,43"
TOP,150,0,"36,910,51,80","122,233,112,222,117"
JUNGLE,36,0,"150,910,51,80","122,233,112,222,117"
MIDDLE,910,0,"150,36,51,80","122,233,112,222,117"
BOTTOM,51,0,"150,36,910,80","122,233,112,222,117"
UTILITY,80,0,"150,36,910,51","122,233,112,222,117"
TOP,122,1,"233,112,222,117","150,36,910,51,80"
JUNGLE,233,1,"122,112,222,117","150,36,910,51,80"
MIDDLE,112,1,"122,233,222,117","150,36,910,51,80"
BOTTOM,222,1,"122,233,112,117","150,36,910,51,80"
UTILITY,117,1,"122,233,112,222","150,36,910,51,80"
TOP,36,0,"234,518,222,267","14,121,800,236,89"
JUNGLE,234,0,"36,518,222,267","14,121,800,236,89"
MIDDLE,518,0,"36,234,222,267","14,121,800,236,89"
BOTTOM,222,0,"36,234,518,267","14,121,800,236,89"
UTILITY,267,0,"36,234,518,222","14,121,800,236,89"
TOP,14,1,"121,800,236,89","36,234,518,222,267"
