role,championId,win,allies,enemies
BOTTOM,498,1,"517,131,166,497","516,54,800,67,37"
UTILITY,497,1,"517,131,166,498","516,54,800,67,37"
TOP,36,0,"121,38,804,267","106,28,42,222,37"
JUNGLE,121,0,"36,38,804,267","106,28,42,222,37"
MIDDLE,38,0,"36,121,804,267","106,28,42,222,37"
BOTTOM,804,0,"36,121,38,267","106,28,42,222,37"
UTILITY,267,0,"36,121,38,804","106,28,42,222,37"
TOP,106,1,"28,42,222,37","36,121,38,804,267"
JUNGLE,28,1,"106,42,222,37","36,121,38,804,267"
MIDDLE,42,1,"106,28,222,37","36,121,38,804,267"
BOTTOM,222,1,"106,28,42,37","36,121,38,804,267"
UTILITY,37,1,"106,28,42,222","36,121,38,804,267"
TOP,86,0,"56,99,202,12","799,63,5,51,412"
JUNGLE,56,0,"86,99,202,12","799,63,5,51,412"
MIDDLE,99,0,"86,56,202,12","799,63,5,51,412"
BOTTOM,202,0,"86,56,99,12","799,63,5,51,412"
UTILITY,12,0,"86,56,99,202","799,63,5,51,412"
TOP,799,1,"63,5,51,412","86,56,99,202,12"
JUNGLE,63,1,"799,5,51,412","86,56,99,202,12"
MIDDLE,5,1,"799,63,51,412","86,56,99,202,12"
BOTTOM,51,1,"799,63,5,412","86,56,99,202,12"
UTILITY,412,1,"799,63,5,51","86,56,99,202,12"
TOP,58,1,"131,777,157,12","106,234,246,119,99"
JUNGLE,131,1,"58,777,157,12","106,234,246,119,99"
MIDDLE,777,1,"58,131,157,12","106,234,246,119,99"
BOTTOM,157,1,"58,131,777,12","106,234,246,119,99"
UTILITY,12,1,"58,131,777,157","106,234,246,119,99"
TOP,106,0,"234,246,119,99","58,131,777,157,12"
JUNGLE,234,0,"106,246,119,99","58,131,777,157,12"
MIDDLE,246,0,"106,234,119,99","58,131,777,157,12"
BOTTOM,119,0,"106,234,246,99","58,131,777,157,12"
UTILITY,99,0,"106,234,246,119","58,131,777,157,12"
TOP,54,0,"107,800,222,497","14,887,61,895,412"
JUNGLE,107,0,"54,800,222,497","14,887,61,895,412"
MIDDLE,800,0,"54,107,222,497","14,887,61,895,412"
BOTTOM,222,0,"54,107,800,497","14,887,61,895,412"
UTILITY,497,0,"54,107,800,222","14,887,61,895,412"
TOP,14,1,"887,61,895,412","54,107,800,222,497"
JUNGLE,887,1,"14,61,895,412","54,107,800,222,497"
MIDDLE,61,1,"14,887,895,412","54,107,800,222,497"
BOTTOM,895,1,"14,887,61,412","54,107,800,222,497"
UTILITY,412,1,"14,887,61,895","54,107,800,222,497"
TOP,41,1,"113,55,22,89","82,254,80,235,902"
JUNGLE,113,1,"41,55,22,89","82,254,80,235,902"
MIDDLE,55,1,"41,113,22,89","82,254,80,235,902"
BOTTOM,22,1,"41,113,55,89","82,254,80,235,902"
UTILITY,89,1,"41,113,55,22","82,254,80,235,902"
TOP,82,0,"254,80,235,902","41,113,55,22,89"
JUNGLE,254,0,"82,80,235,902","41,113,55,22,89"
MIDDLE,80,0,"82,254,235,902","41,113,55,22,89"
BOTTOM,235,0,"82,254,80,902","41,113,55,22,89"
UTILITY,902,0,"82,254,80,235","41,113,55,22,89"
TOP,17,1,"141,38,15,101","27,121,84,21,143"
JUNGLE,141,1,"17,38,15,101","27,121,84,21,143"
MIDDLE,38,1,"17,141,15,101","27,121,84,21,143"
BOTTOM,15,1,"17,141,38,101","27,121,84,21,143"
UTILITY,101,1,"17,141,38,15","27,121,84,21,143"
TOP,27,0,"121,84,21,143","17,141,38,15,101"
JUNGLE,121,0,"27,84,21,143","17,141,38,15,101"
,84,0,"27,121,21,143","17,141,38,15,101"
BOTTOM,21,0,"27,121,84,143","17,141,38,15,101"
UTILITY,143,0,"27,121,84,21","17,141,38,15,101"
TOP,875,1,"517,13,901,555","24,141,8,202,902"
JUNGLE,517,1,"875,13,901,555","24,141,8,202,902"
MIDDLE,13,1,"875,517,901,555","24,141,8,202,902"
BOTTOM,901,1,"875,517,13,555","24,141,8,202,902"
UTILITY,555,1,"875,517,13,901","24,141,8,202,902"
TOP,24,0,"141,8,202,902","875,517,13,901,555"
JUNGLE,141,0,"24,8,202,902","875,517,13,901,555"
MIDDLE,8,0,"24,141,202,902","875,517,13,901,555"
BOTTOM,202,0,"24,141,8,902","875,517,13,901,555"
UTILITY,902,0,"24,141,8,202","875,517,13,901,555"
TOP,54,1,"233,950,127,50","67,904,8,498,267"
JUNGLE,233,1,"54,950,127,50","67,904,8,498,267"
MIDDLE,950,1,"54,233,127,50","67,904,8,498,267"
BOTTOM,127,1,"54,233,950,50","67,904,8,498,267"
UTILITY,50,1,"54,233,950,127","67,904,8,498,267"
TOP,67,0,"904,8,498,267","54,233,950,127,50"
JUNGLE,904,0,"67,8,498,267","54,233,950,127,50"
MIDDLE,8,0,"67,904,498,267","54,233,950,127,50"
BOTTOM,498,0,"67,904,8,267","54,233,950,127,50"
UTILITY,267,0,"67,904,8,498","54,233,950,127,50"
TOP,799,0,"131,38,901,89","887,32,777,145,143"
JUNGLE,131,0,"799,38,901,89","887,32,777,145,143"
MIDDLE,38,0,"799,131,901,89","887,32,777,145,143"
BOTTOM,901,0,"799,131,38,89","887,32,777,145,143"
UTILITY,89,0,"799,131,38,901","887,32,777,145,143"
TOP,887,1,"32,777,145,143","799,131,38,901,89"
JUNGLE,32,1,"887,777,145,143","799,131,38,901,89"
MIDDLE,777,1,"887,32,145,143","799,131,38,901,89"
BOTTOM,145,1,"887,32,777,143","799,131,38,901,89"
UTILITY,143,1,"887,32,777,145","799,131,38,901,89"
TOP,31,1,"141,103,221,35","114,121,127,18,412"
JUNGLE,141,1,"31,103,221,35","114,121,127,18,412"
MIDDLE,103,1,"31,141,221,35","114,121,127,18,412"
BOTTOM,221,1,"31,141,103,35","114,121,127,18,412"
UTILITY,35,1,"31,141,103,221","114,121,127,18,412"
TOP,114,0,"121,127,18,412","31,141,103,221,35"
JUNGLE,121,0,"114,127,18,412","31,141,103,221,35"
MIDDLE,127,0,"114,121,18,412","31,141,103,221,35"
BOTTOM,18,0,"114,121,127,412","31,141,103,221,35"
UTILITY,412,0,"114,121,127,18","31,141,103,221,35"
TOP,122,1,"421,101,51,267","80,5,103,804,26"
JUNGLE,421,1,"122,101,51,267","80,5,103,804,26"
MIDDLE,101,1,"122,421,51,267","80,5,103,804,26"
BOTTOM,51,1,"122,421,101,267","80,5,103,804,26"
UTILITY,267,1,"122,421,101,51","80,5,103,804,26"
TOP,80,0,"5,103,804,26","122,421,101,51,267"
JUNGLE,5,0,"80,103,804,26","122,421,101,51,267"
MIDDLE,103,0,"80,5,804,26","122,421,101,51,267"
BOTTOM,804,0,"80,5,103,26","122,421,101,51,267"
UTILITY,26,0,"80,5,103,804","122,421,101,51,267"
TOP,54,0,"234,127,67,43","516,19,238,222,147"
JUNGLE,234,0,"54,127,67,43","516,19,238,222,147"
MIDDLE,127,0,"54,234,67,43","516,19,238,222,147"
BOTTOM,67,0,"54,234,127,43","516,19,238,222,147"
UTILITY,43,0,"54,234,127,67","516,19,238,222,147"
TOP,516,1,"19,238,222,147","54,234,127,67,43"
JUNGLE,19,1,"516,238,222,147","54,234,127,67,43"
MIDDLE,238,1,"516,19,222,147","54,234,127,67,43"
BOTTOM,222,1,"516,19,238,147","54,234,127,67,43"
UTILITY,147,1,"516,19,238,222","54,234,127,67,43"
TOP,266,1,"234,127,901,143","516,64,84,96,902"
JUNGLE,234,1,"266,127,901,143","516,64,84,96,902"
MIDDLE,127,1,"266,234,901,143","516,64,84,96,902"
BOTTOM,901,1,"266,234,127,143","516,64,84,96,902"
UTILITY,143,1,"266,234,127,901","516,64,84,96,902"
TOP,516,0,"64,84,96,902","266,234,127,901,143"
JUNGLE,64,0,"516,84,96,902","266,234,127,901,143"
MIDDLE,84,0,"516,64,96,902","266,234,127,901,143"
BOTTOM,96,0,"516,64,84,902","266,234,127,901,143"
UTILITY,902,0,"516,64,84,96","266,234,127,901,143"
TOP,157,0,"64,910,145,526","122,141,1,81,161"
JUNGLE,64,0,"157,910,145,526","122,141,1,81,161"
MIDDLE,910,0,"157,64,145,526","122,141,1,81,161"
BOTTOM,145,0,"157,64,910,526","122,141,1,81,161"
UTILITY,526,0,"157,64,910,145","122,141,1,81,161"
TOP,122,1,"141,1,81,161","157,64,910,145,526"
JUNGLE,141,1,"122,1,81,161","157,64,910,145,526"
MIDDLE,1,1,"122,141,81,161","157,64,910,145,526"
BOTTOM,81,1,"122,141,1,161","157,64,910,145,526"
UTILITY,161,1,"122,141,1,81","157,64,910,145,526"
TOP,240,0,"59,161,51,99","24,11,517,119,44"
JUNGLE,59,0,"240,161,51,99","24,11,517,119,44"
MIDDLE,161,0,"240,59,51,99","24,11,517,119,44"
BOTTOM,51,0,"240,59,161,99","24,11,517,119,44"
UTILITY,99,0,"240,59,161,51","24,11,517,119,44"
TOP,24,1,"11,517,119,44","240,59,161,51,99"
JUNGLE,11,1,"24,517,119,44","240,59,161,51,99"
MIDDLE,517,1,"24,11,119,44","240,59,161,51,99"
BOTTOM,119,1,"24,11,517,44","240,59,161,51,99"
UTILITY,44,1,"24,11,517,119","240,59,161,51,99"
TOP,23,0,"107,234,22,43","114,131,246,236,201"
JUNGLE,107,0,"23,234,22,43","114,131,246,236,201"
MIDDLE,234,0,"23,107,22,43","114,131,246,236,201"
BOTTOM,22,0,"23,107,234,43","114,131,246,236,201"
UTILITY,43,0,"23,107,234,22","114,131,246,236,201"
TOP,114,1,"131,246,236,201","23,107,234,22,43"
JUNGLE,131,1,"114,246,236,201","23,107,234,22,43"
MIDDLE,246,1,"114,131,236,201","23,107,234,22,43"
BOTTOM,236,1,"114,131,246,201","23,107,234,22,43"
UTILITY,201,1,"114,131,246,236","23,107,234,22,43"
TOP,6,0,"59,112,498,89","79,141,245,804,40"
JUNGLE,59,0,"6,112,498,89","79,141,245,804,40"
MIDDLE,112,0,"6,59,498,89","79,141,245,804,40"
BOTTOM,498,0,"6,59,112,89","79,141,245,804,40"
UTILITY,89,0,"6,59,112,498","79,141,245,804,40"
TOP,79,1,"141,245,804,40","6,59,112,498,89"
JUNGLE,141,1,"79,245,804,40","6,59,112,498,89"
MIDDLE,245,1,"79,141,804,40","6,59,112,498,89"
BOTTOM,804,1,"79,141,245,40","6,59,112,498,89"
UTILITY,40,1,"79,141,245,804","6,59,112,498,89"
TOP,58,0,"203,103,202,43","86,32,4,221,350"
JUNGLE,203,0,"58,103,202,43","86,32,4,221,350"
MIDDLE,103,0,"58,203,202,43","86,32,4,221,350"
BOTTOM,202,0,"58,203,103,43","86,32,4,221,350"
UTILITY,43,0,"58,203,103,202","86,32,4,221,350"
TOP,86,1,"32,4,221,350","58,203,103,202,43"
JUNGLE,32,1,"86,4,221,350","58,203,103,202,43"
MIDDLE,4,1,"86,32,221,350","58,203,103,202,43"
BOTTOM,221,1,"86,32,4,350","58,203,103,202,43"
UTILITY,350,1,"86,32,4,221","58,203,103,202,43"
TOP,36,0,"234,893,51,267","86,121,238,800,7"
JUNGLE,234,0,"36,893,51,267","86,121,238,800,7"
MIDDLE,893,0,"36,234,51,267","86,121,238,800,7"
BOTTOM,51,0,"36,234,893,267","86,121,238,800,7"
UTILITY,267,0,"36,234,893,51","86,121,238,800,7"
TOP,86,1,"121,238,800,7","36,234,893,51,267"
JUNGLE,121,1,"86,238,800,7","36,234,893,51,267"
MIDDLE,238,1,"86,121,800,7","36,234,893,51,267"
BOTTOM,800,1,"86,121,238,7","36,234,893,51,267"
UTILITY,7,1,"86,121,238,800","36,234,893,51,267"
TOP,27,0,"5,55,145,53","233,121,103,81,518"
JUNGLE,5,0,"27,55,145,53","233,121,103,81,518"
MIDDLE,55,0,"27,5,145,53","233,121,103,81,518"
BOTTOM,145,0,"27,5,55,53","233,121,103,81,518"
UTILITY,53,0,"27,5,55,145","233,121,103,81,518"
TOP,233,1,"121,103,81,518","27,5,55,145,53"
JUNGLE,121,1,"233,103,81,518","27,5,55,145,53"
MIDDLE,103,1,"233,121,81,518","27,5,55,145,53"
BOTTOM,81,1,"233,121,103,518","27,5,55,145,53"
UTILITY,518,1,"233,121,103,81","27,5,55,145,53"
TOP,92,1,"5,51,110,117","57,203,38,136,111"
JUNGLE,5,1,"92,51,110,117","57,203,38,136,111"
MIDDLE,51,1,"92,5,110,117","57,203,38,136,111"
BOTTOM,110,1,"92,5,51,117","57,203,38,136,111"
UTILITY,117,1,"92,5,51,110","57,203,38,136,111"
TOP,57,0,"203,38,136,111","92,5,51,110,117"
JUNGLE,203,0,"57,38,136,111","92,5,51,110,117"
MIDDLE,38,0,"57,203,136,111","92,5,51,110,117"
BOTTOM,136,0,"57,203,38,111","92,5,51,110,117"
UTILITY,111,0,"57,203,38,136","92,5,51,110,117"
TOP,9,0,"121,98,202,37","27,246,101,81,235"
JUNGLE,121,0,"9,98,202,37","27,246,101,81,235"
MIDDLE,98,0,"9,121,202,37","27,246,101,81,235"
BOTTOM,202,0,"9,121,98,37","27,246,101,81,235"
UTILITY,37,0,"9,121,98,202","27,246,101,81,235"
TOP,27,1,"246,101,81,235","9,121,98,202,37"
JUNGLE,246,1,"27,101,81,235","9,121,98,202,37"
MIDDLE,101,1,"27,246,81,235","9,121,98,202,37"
BOTTOM,81,1,"27,246,101,235","9,121,98,202,37"
UTILITY,235,1,"27,246,101,81","9,121,98,202,37"
TOP,17,0,"141,157,222,117","39,102,86,115,147"
JUNGLE,141,0,"17,157,222,117","39,102,86,115,147"
MIDDLE,157,0,"17,141,222,117","39,102,86,115,147"
BOTTOM,222,0,"17,141,157,117","39,102,86,115,147"
UTILITY,117,0,"17,141,157,222","39,102,86,115,147"
TOP,39,1,"102,86,115,147","17,141,157,222,117"
JUNGLE,102,1,"39,86,115,147","17,141,157,222,117"
MIDDLE,86,1,"39,102,115,147","17,141,157,222,117"
BOTTOM,115,1,"39,102,86,147","17,141,157,222,117"
UTILITY,147,1,"39,102,86,115","17,141,157,222,117"
TOP,98,0,"121,42,901,40","164,36,101,51,43"
JUNGLE,121,0,"98,42,901,40","164,36,101,51,43"
MIDDLE,42,0,"98,121,901,40","164,36,101,51,43"
BOTTOM,901,0,"98,121,42,40","164,36,101,51,43"
UTILITY,40,0,"98,121,42,901","164,36,101,51,43"
TOP,164,1,"36,101,51,43","98,121,42,901,40"
JUNGLE,36,1,"164,101,51,43","98,121,42,901,40"
MIDDLE,101,1,"164,36,51,43","98,121,42,901,40"
BOTTOM,51,1,"164,36,101,43","98,121,42,901,40"
UTILITY,43,1,"164,36,101,51","98,121,42,901,40"
TOP,904,1,"9,103,523,267","777,98,268,222,350"
JUNGLE,9,1,"904,103,523,267","777,98,268,222,350"
MIDDLE,103,1,"904,9,523,267","777,98,268,222,350"
BOTTOM,523,1,"904,9,103,267","777,98,268,222,350"
UTILITY,267,1,"904,9,103,523","777,98,268,222,350"
TOP,777,0,"98,268,222,350","904,9,103,523,267"
JUNGLE,98,0,"777,268,222,350","904,9,103,523,267"
MIDDLE,268,0,"777,98,222,350","904,9,103,523,267"
BOTTOM,222,0,"777,98,268,350","904,9,103,523,267"
UTILITY,350,0,"777,98,268,222","904,9,103,523,267"
TOP,92,1,"102,90,498,43","86,56,61,236,267"
JUNGLE,102,1,"92,90,498,43","86,56,61,236,267"
MIDDLE,90,1,"92,102,498,43","86,56,61,236,267"
BOTTOM,498,1,"92,102,90,43","86,56,61,236,267"
UTILITY,43,1,"92,102,90,498","86,56,61,236,267"
TOP,86,0,"56,61,236,267","92,102,90,498,43"
JUNGLE,56,0,"86,61,236,267","92,102,90,498,43"
MIDDLE,61,0,"86,56,236,267","92,102,90,498,43"
BOTTOM,236,0,"86,56,61,267","92,102,90,498,43"
UTILITY,267,0,"86,56,61,236","92,102,90,498,43"
TOP,223,1,"30,110,145,63","11,233,45,202,350"
JUNGLE,30,1,"223,110,145,63","11,233,45,202,350"
MIDDLE,110,1,"223,30,145,63","11,233,45,202,350"
BOTTOM,145,1,"223,30,110,63","11,233,45,202,350"
UTILITY,63,1,"223,30,110,145","11,233,45,202,350"
TOP,11,0,"233,45,202,350","223,30,110,145,63"
JUNGLE,233,0,"11,45,202,350","223,30,110,145,63"
MIDDLE,45,0,"11,233,202,350","223,30,110,145,63"
BOTTOM,202,0,"11,233,45,350","223,30,110,145,63"
UTILITY,350,0,"11,233,45,202","223,30,110,145,63"
TOP,69,0,"427,54,67,235","122,799,38,21,16"
JUNGLE,427,0,"69,54,67,235","122,799,38,21,16"
MIDDLE,54,0,"69,427,67,235","122,799,38,21,16"
BOTTOM,67,0,"69,427,54,235","122,799,38,21,16"
UTILITY,235,0,"69,427,54,67","122,799,38,21,16"
TOP,122,1,"799,38,21,16","69,427,54,67,235"
JUNGLE,799,1,"122,38,21,16","69,427,54,67,235"
MIDDLE,38,1,"122,799,21,16","69,427,54,67,235"
BOTTOM,21,1,"122,799,38,16","69,427,54,67,235"
UTILITY,16,1,"122,799,38,21","69,427,54,67,235"
TOP,84,0,"200,517,45,43","86,54,268,18,37"
JUNGLE,200,0,"84,517,45,43","86,54,268,18,37"
MIDDLE,517,0,"84,200,45,43","86,54,268,18,37"
BOTTOM,45,0,"84,200,517,43","86,54,268,18,37"
UTILITY,43,0,"84,200,517,45","86,54,268,18,37"
TOP,86,1,"54,268,18,37","84,200,517,45,43"
JUNGLE,54,1,"86,268,18,37","84,200,517,45,43"
MIDDLE,268,1,"86,54,18,37","84,200,517,45,43"
BOTTOM,18,1,"86,54,268,37","84,200,517,45,43"
UTILITY,37,1,"86,54,268,18","84,200,517,45,43"
TOP,11,1,"104,54,51,412","122,5,238,236,99"
JUNGLE,104,1,"11,54,51,412","122,5,238,236,99"
MIDDLE,54,1,"11,104,51,412","122,5,238,236,99"
BOTTOM,51,1,"11,104,54,412","122,5,238,236,99"
UTILITY,412,1,"11,104,54,51","122,5,238,236,99"
TOP,122,0,"5,238,236,99","11,104,54,51,412"
JUNGLE,5,0,"122,238,236,99","11,104,54,51,412"
MIDDLE,238,0,"122,5,236,99","11,104,54,51,412"
BOTTOM,236,0,"122,5,238,99","11,104,54,51,412"
UTILITY,99,0,"122,5,238,236","11,104,54,51,412"
TOP,799,1,"121,800,22,201","164,35,157,145,161"
JUNGLE,121,1,"799,800,22,201","164,35,157,145,161"
MIDDLE,800,1,"799,121,22,201","164,35,157,145,161"
BOTTOM,22,1,"799,121,800,201","164,35,157,145,161"
UTILITY,201,1,"799,121,800,22","164,35,157,145,161"
TOP,164,0,"35,157,145,161","799,121,800,22,201"
JUNGLE,35,0,"164,157,145,161","799,121,800,22,201"
MIDDLE,157,0,"164,35,145,161","799,121,800,22,201"
BOTTOM,145,0,"164,35,157,161","799,121,800,22,201"
UTILITY,161,0,"164,35,157,145","799,121,800,22,201"
TOP,86,1,"33,799,804,17","85,121,84,236,412"
JUNGLE,33,1,"86,799,804,17","85,121,84,236,412"
MIDDLE,799,1,"86,33,804,17","85,121,84,236,412"
BOTTOM,804,1,"86,33,799,17","85,121,84,236,412"
UTILITY,17,1,"86,33,799,804","85,121,84,236,412"
TOP,85,0,"121,84,236,412","86,33,799,804,17"
JUNGLE,121,0,"85,84,236,412","86,33,799,804,17"
MIDDLE,84,0,"85,121,236,412","86,33,799,804,17"
BOTTOM,236,0,"85,121,84,412","86,33,799,804,17"
UTILITY,412,0,"85,121,84,236","86,33,799,804,17"
TOP,36,0,"203,127,42,201","157,107,142,145,117"
JUNGLE,203,0,"36,127,42,201","157,107,142,145,117"
MIDDLE,127,0,"36,203,42,201","157,107,142,145,117"
BOTTOM,42,0,"36,203,127,201","157,107,142,145,117"
UTILITY,201,0,"36,203,127,42","157,107,142,145,117"
TOP,157,1,"107,142,145,117","36,203,127,42,201"
JUNGLE,107,1,"157,142,145,117","36,203,127,42,201"
MIDDLE,142,1,"157,107,145,117","36,203,127,42,201"
BOTTOM,145,1,"157,107,142,117","36,203,127,42,201"
UTILITY,117,1,"157,107,142,145","36,203,127,42,201"
TOP,11,0,"30,157,523,117","516,60,4,360,89"
JUNGLE,30,0,"11,157,523,117","516,60,4,360,89"
MIDDLE,157,0,"11,30,523,117","516,60,4,360,89"
BOTTOM,523,0,"11,30,157,117","516,60,4,360,89"
UTILITY,117,0,"11,30,157,523","516,60,4,360,89"
TOP,516,1,"60,4,360,89","11,30,157,523,117"
JUNGLE,60,1,"516,4,360,89","11,30,157,523,117"
MIDDLE,4,1,"516,60,360,89","11,30,157,523,117"
BOTTOM,360,1,"516,60,4,89","11,30,157,523,117"
UTILITY,89,1,"516,60,4,360","11,30,157,523,117"
TOP,897,0,"234,245,29,235","150,141,91,50,89"
JUNGLE,234,0,"897,245,29,235","150,141,91,50,89"
MIDDLE,245,0,"897,234,29,235","150,141,91,50,89"
BOTTOM,29,0,"897,234,245,235","150,141,91,50,89"
UTILITY,235,0,"897,234,245,29","150,141,91,50,89"
TOP,150,1,"141,91,50,89","897,234,245,29,235"
JUNGLE,141,1,"150,91,50,89","897,234,245,29,235"
MIDDLE,91,1,"150,141,50,89","897,234,245,29,235"
BOTTOM,50,1,"150,141,91,89","897,234,245,29,235"
UTILITY,89,1,"150,141,91,50","897,234,245,29,235"
TOP,24,1,"54,893,81,44","86,121,103,222,235"
JUNGLE,54,1,"24,893,81,44","86,121,103,222,235"
MIDDLE,893,1,"24,54,81,44","86,121,103,222,235"
BOTTOM,81,1,"24,54,893,44","86,121,103,222,235"
UTILITY,44,1,"24,54,893,81","86,121,103,222,235"
TOP,86,0,"121,103,222,235","24,54,893,81,44"
JUNGLE,121,0,"86,103,222,235","24,54,893,81,44"
MIDDLE,103,0,"86,121,222,235","24,54,893,81,44"
BOTTOM,222,0,"86,121,103,235","24,54,893,81,44"
UTILITY,235,0,"86,121,103,222","24,54,893,81,44"
TOP,98,1,"59,55,67,350","904,62,90,236,201"
JUNGLE,59,1,"98,55,67,350","904,62,90,236,201"
MIDDLE,55,1,"98,59,67,350","904,62,90,236,201"
BOTTOM,67,1,"98,59,55,350","904,62,90,236,201"
UTILITY,350,1,"98,59,55,67","904,62,90,236,201"
TOP,904,0,"62,90,236,201","98,59,55,67,350"
JUNGLE,62,0,"904,90,236,201","98,59,55,67,350"
MIDDLE,90,0,"904,62,236,201","98,59,55,67,350"
BOTTOM,236,0,"904,62,90,201","98,59,55,67,350"
UTILITY,201,0,"904,62,90,236","98,59,55,67,350"
TOP,266,0,"19,99,21,201","58,32,63,360,111"
JUNGLE,19,0,"266,99,21,201","58,32,63,360,111"
MIDDLE,99,0,"266,19,21,201","58,32,63,360,111"
BOTTOM,21,0,"266,19,99,201","58,32,63,360,111"
UTILITY,201,0,"266,19,99,21","58,32,63,360,111"
TOP,58,1,"32,63,360,111","266,19,99,21,201"
JUNGLE,32,1,"58,63,360,111","266,19,99,21,201"
MIDDLE,63,1,"58,32,360,111","266,19,99,21,201"
BOTTOM,360,1,"58,32,63,111","266,19,99,21,201"
UTILITY,111,1,"58,32,63,360","266,19,99,21,201"
TOP,875,0,"104,39,804,902","897,950,103,236,201"
JUNGLE,104,0,"875,39,804,902","897,950,103,236,201"
MIDDLE,39,0,"875,104,804,902","897,950,103,236,201"
BOTTOM,804,0,"875,104,39,902","897,950,103,236,201"
UTILITY,902,0,"875,104,39,804","897,950,103,236,201"
TOP,897,1,"950,103,236,201","875,104,39,804,902"
JUNGLE,950,1,"897,103,236,201","875,104,39,804,902"
MIDDLE,103,1,"897,950,236,201","875,104,39,804,902"
BOTTOM,236,1,"897,950,103,201","875,104,39,804,902"
UTILITY,201,1,"897,950,103,236","875,104,39,804,902"
TOP,122,0,"131,34,222,412","24,20,75,29,902"
JUNGLE,131,0,"122,34,222,412","24,20,75,29,902"
MIDDLE,34,0,"122,131,222,412","24,20,75,29,902"
BOTTOM,222,0,"122,131,34,412","24,20,75,29,902"
UTILITY,412,0,"122,131,34,222","24,20,75,29,902"
TOP,24,1,"20,75,29,902","122,131,34,222,412"
JUNGLE,20,1,"24,75,29,902","122,131,34,222,412"
MIDDLE,75,1,"24,20,29,902","122,131,34,222,412"
BOTTOM,29,1,"24,20,75,902","122,131,34,222,412"
UTILITY,902,1,"24,20,75,29","122,131,34,222,412"
TOP,75,1,"56,103,145,412","875,517,105,51,89"
JUNGLE,56,1,"75,103,145,412","875,517,105,51,89"
MIDDLE,103,1,"75,56,145,412","875,517,105,51,89"
BOTTOM,145,1,"75,56,103,412","875,517,105,51,89"
UTILITY,412,1,"75,56,103,145","875,517,105,51,89"
TOP,875,0,"517,105,51,89","75,56,103,145,412"
JUNGLE,517,0,"875,105,51,89","75,56,103,145,412"
MIDDLE,105,0,"875,517,51,89","75,56,103,145,412"
BOTTOM,51,0,"875,517,105,89","75,56,103,145,412"
UTILITY,89,0,"875,517,105,51","75,56,103,145,412"
TOP,41,0,"107,55,901,40","23,64,90,202,101"
JUNGLE,107,0,"41,55,901,40","23,64,90,202,101"
MIDDLE,55,0,"41,107,901,40","23,64,90,202,101"
BOTTOM,901,0,"41,107,55,40","23,64,90,202,101"
UTILITY,40,0,"41,107,55,901","23,64,90,202,101"
TOP,23,1,"64,90,202,101","41,107,55,901,40"
JUNGLE,64,1,"23,90,202,101","41,107,55,901,40"
MIDDLE,90,1,"23,64,202,101","41,107,55,901,40"
BOTTOM,202,1,"23,64,90,101","41,107,55,901,40"
UTILITY,101,1,"23,64,90,202","41,107,55,901,40"
TOP,24,1,"33,517,50,235","23,887,142,145,117"
JUNGLE,33,1,"24,517,50,235","23,887,142,145,117"
MIDDLE,517,1,"24,33,50,235","23,887,142,145,117"
BOTTOM,50,1,"24,33,517,235","23,887,142,145,117"
UTILITY,235,1,"24,33,517,50","23,887,142,145,117"
TOP,23,0,"887,142,145,117","24,33,517,50,235"
JUNGLE,887,0,"23,142,145,117","24,33,517,50,235"
MIDDLE,142,0,"23,887,145,117","24,33,517,50,235"
BOTTOM,145,0,"23,887,142,117","24,33,517,50,235"
UTILITY,117,0,"23,887,142,145","24,33,517,50,235"
TOP,164,1,"113,45,236,201","122,35,90,67,350"
JUNGLE,113,1,"164,45,236,201","122,35,90,67,350"
MIDDLE,45,1,"164,113,236,201","122,35,90,67,350"
BOTTOM,236,1,"164,113,45,201","122,35,90,67,350"
UTILITY,201,1,"164,113,45,236","122,35,90,67,350"
TOP,122,0,"35,90,67,350","164,113,45,236,201"
JUNGLE,35,0,"122,90,67,350","164,113,45,236,201"
MIDDLE,90,0,"122,35,67,350","164,113,45,236,201"
BOTTOM,67,0,"122,35,90,350","164,113,45,236,201"
UTILITY,350,0,"122,35,90,67","164,113,45,236,201"
TOP,39,1,"62,127,15,888","24,54,96,51,432"
JUNGLE,62,1,"39,127,15,888","24,54,96,51,432"
MIDDLE,127,1,"39,62,15,888","24,54,96,51,432"
BOTTOM,15,1,"39,62,127,888","24,54,96,51,432"
UTILITY,888,1,"39,62,127,15","24,54,96,51,432"
TOP,24,0,"54,96,51,432","39,62,127,15,888"
JUNGLE,54,0,"24,96,51,432","39,62,127,15,888"
MIDDLE,96,0,"24,54,51,432","39,62,127,15,888"
BOTTOM,51,0,"24,54,96,432","39,62,127,15,888"
UTILITY,432,0,"24,54,96,51","39,62,127,15,888"
TOP,85,1,"141,142,202,29","54,5,38,498,68"
JUNGLE,141,1,"85,142,202,29","54,5,38,498,68"
MIDDLE,142,1,"85,141,202,29","54,5,38,498,68"
BOTTOM,202,1,"85,141,142,29","54,5,38,498,68"
UTILITY,29,1,"85,141,142,202","54,5,38,498,68"
TOP,54,0,"5,38,498,68","85,141,142,202,29"
JUNGLE,5,0,"54,38,498,68","85,141,142,202,29"
MIDDLE,38,0,"54,5,498,68","85,141,142,202,29"
BOTTOM,498,0,"54,5,38,68","85,141,142,202,29"
UTILITY,68,0,"54,5,38,498","85,141,142,202,29"
TOP,69,1,"904,517,901,34","157,105,31,22,147"
