League,GameId,MatchId,WinTeam,LossTeam,BestOf,SeriesScore,Gamelength,Team1Gold,Team2Gold,Team1Kills,Team2Kills
LEC,LEC/2025 Season/Summer Season_Week 3_2_3,LEC/2025 Season/Summer Season_Week 3_2,SK Gaming,Team Heretics,3.0,1-2,34:01,68228,57394,10,2
LEC,LEC/2025 Season/Summer Season_Week 3_3_1,LEC/2025 Season/Summer Season_Week 3_3,Team Vitality,Natus Vincere,3.0,2-0,29:14,61768,50008,23,7
LEC,LEC/2025 Season/Summer Season_Week 3_3_2,LEC/2025 Season/Summer Season_Week 3_3,Team Vitality,Natus Vincere,3.0,2-0,28:33,44597,58364,0,16
LEC,LEC/2025 Season/Summer Season_Week 3_4_1,LEC/2025 Season/Summer Season_Week 3_4,G2 Esports,Fnatic,3.0,0-2,31:50,52749,64909,4,20
LEC,LEC/2025 Season/Summer Season_Week 3_4_2,LEC/2025 Season/Summer Season_Week 3_4,G2 Esports,Fnatic,3.0,0-2,31:45,52223,62209,7,15
LEC,LEC/2025 Season/Summer Season_Week 3_5_1,LEC/2025 Season/Summer Season_Week 3_5,Karmine Corp,Team Vitality,3.0,1-2,26:00,56131,38723,21,1
LEC,LEC/2025 Season/Summer Season_Week 3_5_2,LEC/2025 Season/Summer Season_Week 3_5,Team Vitality,Karmine Corp,3.0,1-2,32:41,54488,64491,5,18
LEC,LEC/2025 Season/Summer Season_Week 3_5_3,LEC/2025 Season/Summer Season_Week 3_5,Team Vitality,Karmine Corp,3.0,1-2,39:34,67901,77369,10,20
LEC,LEC/2025 Season/Summer Season_Week 3_6_1,LEC/2025 Season/Summer Season_Week 3_6,G2 Esports,Team BDS,3.0,2-0,37:08,73645,62092,18,9
LEC,LEC/2025 Season/Summer Season_Week 3_6_2,LEC/2025 Season/Summer Season_Week 3_6,G2 Esports,Team BDS,3.0,2-0,26:22,53596,41996,15,3
LEC,LEC/2025 Season/Summer Season_Week 4_1_1,LEC/2025 Season/Summer Season_Week 4_1,G2 Esports,SK Gaming,3.0,0-2,26:23,41117,54398,3,16
LEC,LEC/2025 Season/Summer Season_Week 4_1_2,LEC/2025 Season/Summer Season_Week 4_1,G2 Esports,SK Gaming,3.0,0-2,30:54,58311,51058,8,6
LEC,LEC/2025 Season/Summer Season_Week 4_2_1,LEC/2025 Season/Summer Season_Week 4_2,Team Heretics,Team BDS,3.0,1-2,30:25,50503,62918,5,18
LEC,LEC/2025 Season/Summer Season_Week 4_2_2,LEC/2025 Season/Summer Season_Week 4_2,Team BDS,Team Heretics,3.0,1-2,39:37,70188,76334,12,20
LEC,LEC/2025 Season/Summer Season_Week 4_2_3,LEC/2025 Season/Summer Season_Week 4_2,Team Heretics,Team BDS,3.0,1-2,35:23,68626,62930,17,7
LEC,LEC/2025 Season/Summer Season_Week 4_3_1,LEC/2025 Season/Summer Season_Week 4_3,Movistar KOI,Team Vitality,3.0,0-2,42:33,70932,86574,8,18
LEC,LEC/2025 Season/Summer Season_Week 4_3_2,LEC/2025 Season/Summer Season_Week 4_3,Movistar KOI,Team Vitality,3.0,0-2,30:39,66407,50885,20,6
LEC,LEC/2025 Season/Summer Season_Week 4_4_1,LEC/2025 Season/Summer Season_Week 4_4,GIANTX,Natus Vincere,3.0,0-2,40:49,72754,80025,10,22
LEC,LEC/2025 Season/Summer Season_Week 4_4_2,LEC/2025 Season/Summer Season_Week 4_4,GIANTX,Natus Vincere,3.0,0-2,27:36,46242,58289,5,16
LEC,LEC/2025 Season/Winter Playoffs_Finals_1_1,LEC/2025 Season/Winter Playoffs_Finals_1,Karmine Corp,G2 Esports,5.0,0-3,36:27,60131,68466,6,21
LEC,LEC/2025 Season/Winter Playoffs_Finals_1_2,LEC/2025 Season/Winter Playoffs_Finals_1,Karmine Corp,G2 Esports,5.0,0-3,33:21,55539,68314,9,18
LEC,LEC/2025 Season/Winter Playoffs_Finals_1_3,LEC/2025 Season/Winter Playoffs_Finals_1,Karmine Corp,G2 Esports,5.0,0-3,24:37,52298,41466,24,6
LEC,LEC/2025 Season/Winter Playoffs_Round 1_1_1,LEC/2025 Season/Winter Playoffs_Round 1_1,Fnatic,Team Heretics,3.0,2-0,24:48,51075,38554,13,3
LEC,LEC/2025 Season/Winter Playoffs_Round 1_1_2,LEC/2025 Season/Winter Playoffs_Round 1_1,Fnatic,Team Heretics,3.0,2-0,34:53,58467,68502,8,22
LEC,LEC/2025 Season/Winter Playoffs_Round 1_2_1,LEC/2025 Season/Winter Playoffs_Round 1_2,G2 Esports,GIANTX,3.0,2-0,42:35,79977,71761,17,18
LEC,LEC/2025 Season/Winter Playoffs_Round 1_2_2,LEC/2025 Season/Winter Playoffs_Round 1_2,G2 Esports,GIANTX,3.0,2-0,30:29,49384,55581,5,11
LEC,LEC/2025 Season/Winter Playoffs_Round 1_3_1,LEC/2025 Season/Winter Playoffs_Round 1_3,Movistar KOI,Team BDS,3.0,2-0,30:25,65834,47563,26,5
LEC,LEC/2025 Season/Winter Playoffs_Round 1_3_2,LEC/2025 Season/Winter Playoffs_Round 1_3,Movistar KOI,Team BDS,3.0,2-0,41:06,68837,77175,20,18
LEC,LEC/2025 Season/Winter Playoffs_Round 1_4_1,LEC/2025 Season/Winter Playoffs_Round 1_4,Karmine Corp,Team Vitality,3.0,2-0,30:42,58475,49536,14,6
LEC,LEC/2025 Season/Winter Playoffs_Round 1_4_2,LEC/2025 Season/Winter Playoffs_Round 1_4,Karmine Corp,Team Vitality,3.0,2-0,46:52,83595,94087,22,29
LEC,LEC/2025 Season/Winter Playoffs_Round 1_5_1,LEC/2025 Season/Winter Playoffs_Round 1_5,Team BDS,Team Vitality,3.0,2-1,30:55,46502,58938,3,19
LEC,LEC/2025 Season/Winter Playoffs_Round 1_5_2,LEC/2025 Season/Winter Playoffs_Round 1_5,Team Vitality,Team BDS,3.0,2-1,35:41,69239,58443,26,13
LEC,LEC/2025 Season/Winter Playoffs_Round 1_5_3,LEC/2025 Season/Winter Playoffs_Round 1_5,Team BDS,Team Vitality,3.0,2-1,45:38,83793,77410,21,21
LEC,LEC/2025 Season/Winter Playoffs_Round 1_6_1,LEC/2025 Season/Winter Playoffs_Round 1_6,GIANTX,Team Heretics,3.0,1-2,29:12,60462,47545,15,3
LEC,LEC/2025 Season/Winter Playoffs_Round 1_6_2,LEC/2025 Season/Winter Playoffs_Round 1_6,Team Heretics,GIANTX,3.0,1-2,34:14,69098,61835,24,15
LEC,LEC/2025 Season/Winter Playoffs_Round 1_6_3,LEC/2025 Season/Winter Playoffs_Round 1_6,GIANTX,Team Heretics,3.0,1-2,32:19,66002,52208,13,4
LEC,LEC/2025 Season/Winter Playoffs_Round 2_1_1,LEC/2025 Season/Winter Playoffs_Round 2_1,G2 Esports,Fnatic,3.0,0-2,45:55,77713,84624,22,33
LEC,LEC/2025 Season/Winter Playoffs_Round 2_1_2,LEC/2025 Season/Winter Playoffs_Round 2_1,G2 Esports,Fnatic,3.0,0-2,29:10,46315,54843,8,18
LEC,LEC/2025 Season/Winter Playoffs_Round 2_2_1,LEC/2025 Season/Winter Playoffs_Round 2_2,Karmine Corp,Movistar KOI,3.0,0-2,26:51,53780,39787,12,1
LEC,LEC/2025 Season/Winter Playoffs_Round 2_2_2,LEC/2025 Season/Winter Playoffs_Round 2_2,Karmine Corp,Movistar KOI,3.0,0-2,30:41,50273,57267,4,15
LEC,LEC/2025 Season/Winter Playoffs_Round 2_3_1,LEC/2025 Season/Winter Playoffs_Round 2_3,Fnatic,Team BDS,3.0,2-1,44:48,86403,82102,23,22
LEC,LEC/2025 Season/Winter Playoffs_Round 2_3_2,LEC/2025 Season/Winter Playoffs_Round 2_3,Team BDS,Fnatic,3.0,2-1,30:30,60250,51561,15,4
LEC,LEC/2025 Season/Winter Playoffs_Round 2_3_3,LEC/2025 Season/Winter Playoffs_Round 2_3,Fnatic,Team BDS,3.0,2-1,45:04,84885,77939,25,25
LEC,LEC/2025 Season/Winter Playoffs_Round 2_4_1,LEC/2025 Season/Winter Playoffs_Round 2_4,Movistar KOI,GIANTX,3.0,2-0,35:41,66691,56632,14,7
LEC,LEC/2025 Season/Winter Playoffs_Round 2_4_2,LEC/2025 Season/Winter Playoffs_Round 2_4,Movistar KOI,GIANTX,3.0,2-0,28:32,45450,59882,6,17
LEC,LEC/2025 Season/Winter Playoffs_Round 3_1_1,LEC/2025 Season/Winter Playoffs_Round 3_1,Fnatic,Movistar KOI,5.0,1-3,37:39,72860,69409,21,18
LEC,LEC/2025 Season/Winter Playoffs_Round 3_1_2,LEC/2025 Season/Winter Playoffs_Round 3_1,Fnatic,Movistar KOI,5.0,1-3,29:28,45619,58700,13,21
LEC,LEC/2025 Season/Winter Playoffs_Round 3_1_3,LEC/2025 Season/Winter Playoffs_Round 3_1,Movistar KOI,Fnatic,5.0,1-3,27:59,56665,41552,19,1
LEC,LEC/2025 Season/Winter Playoffs_Round 3_1_4,LEC/2025 Season/Winter Playoffs_Round 3_1,Fnatic,Movistar KOI,5.0,1-3,33:11,64085,56896,16,6
LEC,LEC/2025 Season/Winter Playoffs_Round 4_1_1,LEC/2025 Season/Winter Playoffs_Round 4_1,G2 Esports,Karmine Corp,5.0,3-1,26:54,40538,55174,3,20
LEC,LEC/2025 Season/Winter Playoffs_Round 4_1_2,LEC/2025 Season/Winter Playoffs_Round 4_1,Karmine Corp,G2 Esports,5.0,3-1,28:36,57636,46918,17,7
LEC,LEC/2025 Season/Winter Playoffs_Round 4_1_3,LEC/2025 Season/Winter Playoffs_Round 4_1,G2 Esports,Karmine Corp,5.0,3-1,34:29,67800,54278,15,4
LEC,LEC/2025 Season/Winter Playoffs_Round 4_1_4,LEC/2025 Season/Winter Playoffs_Round 4_1,G2 Esports,Karmine Corp,5.0,3-1,26:12,39382,47690,1,11
LEC,LEC/2025 Season/Winter Playoffs_Round 4_2_1,LEC/2025 Season/Winter Playoffs_Round 4_2,Karmine Corp,Fnatic,5.0,3-2,36:41,70557,59300,20,7
LEC,LEC/2025 Season/Winter Playoffs_Round 4_2_2,LEC/2025 Season/Winter Playoffs_Round 4_2,Karmine Corp,Fnatic,5.0,3-2,46:45,81136,84792,18,28
LEC,LEC/2025 Season/Winter Playoffs_Round 4_2_3,LEC/2025 Season/Winter Playoffs_Round 4_2,Fnatic,Karmine Corp,5.0,3-2,35:19,58596,66689,8,23
LEC,LEC/2025 Season/Winter Playoffs_Round 4_2_4,LEC/2025 Season/Winter Playoffs_Round 4_2,Fnatic,Karmine Corp,5.0,3-2,34:58,60146,74875,9,23
LEC,LEC/2025 Season/Winter Playoffs_Round 4_2_5,LEC/2025 Season/Winter Playoffs_Round 4_2,Karmine Corp,Fnatic,5.0,3-2,25:08,39732,51088,5,18
LEC,LEC/2025 Season/Winter Season_Week 1_1_1,LEC/2025 Season/Winter Season_Week 1_1,Rogue (European Team),Team Heretics,1.0,0-1,38:43,61709,73092,3,11
LEC,LEC/2025 Season/Winter Season_Week 1_10_1,LEC/2025 Season/Winter Season_Week 1_10,Fnatic,Team Vitality,1.0,1-0,28:42,63236,47176,29,9
LEC,LEC/2025 Season/Winter Season_Week 1_11_1,LEC/2025 Season/Winter Season_Week 1_11,Team BDS,Rogue (European Team),1.0,1-0,38:32,73033,60635,24,8
LEC,LEC/2025 Season/Winter Season_Week 1_12_1,LEC/2025 Season/Winter Season_Week 1_12,Fnatic,Team Heretics,1.0,0-1,25:28,39037,54189,4,20
LEC,LEC/2025 Season/Winter Season_Week 1_13_1,LEC/2025 Season/Winter Season_Week 1_13,Movistar KOI,Team Vitality,1.0,1-0,37:10,72839,65230,15,12
LEC,LEC/2025 Season/Winter Season_Week 1_14_1,LEC/2025 Season/Winter Season_Week 1_14,G2 Esports,SK Gaming,1.0,1-0,28:21,59011,44394,19,6
LEC,LEC/2025 Season/Winter Season_Week 1_15_1,LEC/2025 Season/Winter Season_Week 1_15,GIANTX,Karmine Corp,1.0,1-0,37:21,75582,61668,11,2
LEC,LEC/2025 Season/Winter Season_Week 1_2_1,LEC/2025 Season/Winter Season_Week 1_2,Team Vitality,Team BDS,1.0,1-0,32:30,62609,51140,17,7
LEC,LEC/2025 Season/Winter Season_Week 1_3_1,LEC/2025 Season/Winter Season_Week 1_3,GIANTX,SK Gaming,1.0,1-0,33:07,67444,55010,19,5
LEC,LEC/2025 Season/Winter Season_Week 1_4_1,LEC/2025 Season/Winter Season_Week 1_4,Movistar KOI,Fnatic,1.0,1-0,30:07,59793,46994,19,2
LEC,LEC/2025 Season/Winter Season_Week 1_5_1,LEC/2025 Season/Winter Season_Week 1_5,Karmine Corp,G2 Esports,1.0,1-0,37:40,75282,65185,22,13
LEC,LEC/2025 Season/Winter Season_Week 1_6_1,LEC/2025 Season/Winter Season_Week 1_6,Team Heretics,SK Gaming,1.0,1-0,33:52,67802,58165,18,6
LEC,LEC/2025 Season/Winter Season_Week 1_7_1,LEC/2025 Season/Winter Season_Week 1_7,GIANTX,Rogue (European Team),1.0,0-1,59:19,107341,113249,27,27
LEC,LEC/2025 Season/Winter Season_Week 1_8_1,LEC/2025 Season/Winter Season_Week 1_8,Karmine Corp,Movistar KOI,1.0,0-1,36:31,60200,70821,11,22
LEC,LEC/2025 Season/Winter Season_Week 1_9_1,LEC/2025 Season/Winter Season_Week 1_9,Team BDS,G2 Esports,1.0,0-1,31:43,54393,58004,10,12
LEC,LEC/2025 Season/Winter Season_Week 2_1_1,LEC/2025 Season/Winter Season_Week 2_1,Fnatic,Rogue (European Team),1.0,0-1,37:20,64228,69246,8,10
LEC,LEC/2025 Season/Winter Season_Week 2_10_1,LEC/2025 Season/Winter Season_Week 2_10,Movistar KOI,Team BDS,1.0,0-1,29:50,48768,61727,5,16
LEC,LEC/2025 Season/Winter Season_Week 2_11_1,LEC/2025 Season/Winter Season_Week 2_11,Team Vitality,Rogue (European Team),1.0,1-0,35:10,69938,58558,18,8
LEC,LEC/2025 Season/Winter Season_Week 2_12_1,LEC/2025 Season/Winter Season_Week 2_12,Fnatic,Team BDS,1.0,1-0,43:52,80669,73686,16,13
LEC,LEC/2025 Season/Winter Season_Week 2_13_1,LEC/2025 Season/Winter Season_Week 2_13,G2 Esports,GIANTX,1.0,1-0,27:22,56255,43589,16,4
LEC,LEC/2025 Season/Winter Season_Week 2_14_1,LEC/2025 Season/Winter Season_Week 2_14,Karmine Corp,Team Heretics,1.0,1-0,37:08,75536,61183,26,10
LEC,LEC/2025 Season/Winter Season_Week 2_15_1,LEC/2025 Season/Winter Season_Week 2_15,Movistar KOI,SK Gaming,1.0,0-1,27:54,43792,58502,1,17
LEC,LEC/2025 Season/Winter Season_Week 2_2_1,LEC/2025 Season/Winter Season_Week 2_2,Team Heretics,Team BDS,1.0,0-1,39:37,67367,72458,12,19
LEC,LEC/2025 Season/Winter Season_Week 2_3_1,LEC/2025 Season/Winter Season_Week 2_3,Movistar KOI,GIANTX,1.0,0-1,39:40,67101,72362,16,15
LEC,LEC/2025 Season/Winter Season_Week 2_4_1,LEC/2025 Season/Winter Season_Week 2_4,G2 Esports,Team Vitality,1.0,0-1,47:21,82243,87106,13,18
LEC,LEC/2025 Season/Winter Season_Week 2_5_1,LEC/2025 Season/Winter Season_Week 2_5,Karmine Corp,SK Gaming,1.0,1-0,22:29,46551,36632,14,5
LEC,LEC/2025 Season/Winter Season_Week 2_6_1,LEC/2025 Season/Winter Season_Week 2_6,GIANTX,Team Heretics,1.0,1-0,30:04,61336,50434,16,5
LEC,LEC/2025 Season/Winter Season_Week 2_7_1,LEC/2025 Season/Winter Season_Week 2_7,Team Vitality,SK Gaming,1.0,0-1,31:55,55807,61403,12,14
LEC,LEC/2025 Season/Winter Season_Week 2_8_1,LEC/2025 Season/Winter Season_Week 2_8,Fnatic,G2 Esports,1.0,1-0,27:17,55431,45566,16,10
LEC,LEC/2025 Season/Winter Season_Week 2_9_1,LEC/2025 Season/Winter Season_Week 2_9,Karmine Corp,Rogue (European Team),1.0,1-0,27:01,60459,43939,25,6
LEC,LEC/2025 Season/Winter Season_Week 3_1_1,LEC/2025 Season/Winter Season_Week 3_1,Team BDS,SK Gaming,1.0,0-1,29:01,47838,61678,8,20
LEC,LEC/2025 Season/Winter Season_Week 3_10_1,LEC/2025 Season/Winter Season_Week 3_10,G2 Esports,Movistar KOI,1.0,1-0,29:28,61978,51570,24,9
LEC,LEC/2025 Season/Winter Season_Week 3_11_1,LEC/2025 Season/Winter Season_Week 3_11,Team Vitality,GIANTX,1.0,1-0,31:24,63488,49747,19,9
LEC,LEC/2025 Season/Winter Season_Week 3_12_1,LEC/2025 Season/Winter Season_Week 3_12,Movistar KOI,Rogue (European Team),1.0,1-0,32:32,69183,54703,25,10
LEC,LEC/2025 Season/Winter Season_Week 3_13_1,LEC/2025 Season/Winter Season_Week 3_13,Team BDS,Karmine Corp,1.0,0-1,29:00,49016,57031,5,18
LEC,LEC/2025 Season/Winter Season_Week 3_14_1,LEC/2025 Season/Winter Season_Week 3_14,G2 Esports,Team Heretics,1.0,1-0,27:57,56505,45397,21,8
LEC,LEC/2025 Season/Winter Season_Week 3_15_1,LEC/2025 Season/Winter Season_Week 3_15,Fnatic,SK Gaming,1.0,0-1,28:55,45639,62099,3,21
LEC,LEC/2025 Season/Winter Season_Week 3_2_1,LEC/2025 Season/Winter Season_Week 3_2,Fnatic,GIANTX,1.0,0-1,28:33,46885,59787,13,24
LEC,LEC/2025 Season/Winter Season_Week 3_3_1,LEC/2025 Season/Winter Season_Week 3_3,G2 Esports,Rogue (European Team),1.0,0-1,32:06,51757,62608,8,12
LEC,LEC/2025 Season/Winter Season_Week 3_4_1,LEC/2025 Season/Winter Season_Week 3_4,Team Heretics,Movistar KOI,1.0,1-0,38:27,73590,68229,22,21
LEC,LEC/2025 Season/Winter Season_Week 3_5_1,LEC/2025 Season/Winter Season_Week 3_5,Karmine Corp,Team Vitality,1.0,0-1,38:59,66902,76597,14,21
LEC,LEC/2025 Season/Winter Season_Week 3_6_1,LEC/2025 Season/Winter Season_Week 3_6,SK Gaming,Rogue (European Team),1.0,0-1,30:53,49379,61350,3,13
LEC,LEC/2025 Season/Winter Season_Week 3_7_1,LEC/2025 Season/Winter Season_Week 3_7,GIANTX,Team BDS,1.0,0-1,41:35,70856,77756,13,18
LEC,LEC/2025 Season/Winter Season_Week 3_8_1,LEC/2025 Season/Winter Season_Week 3_8,Fnatic,Karmine Corp,1.0,1-0,27:26,59993,44383,26,5
LEC,LEC/2025 Season/Winter Season_Week 3_9_1,LEC/2025 Season/Winter Season_Week 3_9,Team Vitality,Team Heretics,1.0,0-1,32:39,51236,64950,3,13
LTA_North,LTA North/2025 Season/Split 1_Round 1_1_1,LTA North/2025 Season/Split 1_Round 1_1,FlyQuest,Shopify Rebellion,3.0,2-0,26:28,39243,53717,5,19
LTA_North,LTA North/2025 Season/Split 1_Round 1_1_2,LTA North/2025 Season/Split 1_Round 1_1,FlyQuest,Shopify Rebellion,3.0,2-0,30:14,50813,63095,9,17
LTA_North,LTA North/2025 Season/Split 1_Round 1_2_1,LTA North/2025 Season/Split 1_Round 1_2,Cloud9,LYON (2024 American Team),3.0,0-2,30:01,46883,61569,3,18
LTA_North,LTA North/2025 Season/Split 1_Round 1_2_2,LTA North/2025 Season/Split 1_Round 1_2,Cloud9,LYON (2024 American Team),3.0,0-2,32:59,53554,62723,11,12
LTA_North,LTA North/2025 Season/Split 1_Round 1_3_1,LTA North/2025 Season/Split 1_Round 1_3,100 Thieves,Disguised,3.0,2-0,28:56,47023,59823,6,19
LTA_North,LTA North/2025 Season/Split 1_Round 1_3_2,LTA North/2025 Season/Split 1_Round 1_3,100 Thieves,Disguised,3.0,2-0,29:58,51230,55553,15,17
LTA_North,LTA North/2025 Season/Split 1_Round 1_4_1,LTA North/2025 Season/Split 1_Round 1_4,Team Liquid,Dignitas,3.0,2-0,32:45,55348,64597,8,14
LTA_North,LTA North/2025 Season/Split 1_Round 1_4_2,LTA North/2025 Season/Split 1_Round 1_4,Team Liquid,Dignitas,3.0,2-0,28:03,44932,59071,8,25
LTA_North,LTA North/2025 Season/Split 1_Round 1_5_1,LTA North/2025 Season/Split 1_Round 1_5,LYON (2024 American Team),Shopify Rebellion,3.0,2-1,35:40,71625,57024,20,5
LTA_North,LTA North/2025 Season/Split 1_Round 1_5_2,LTA North/2025 Season/Split 1_Round 1_5,Shopify Rebellion,LYON (2024 American Team),3.0,2-1,31:25,61699,52325,14,6
LTA_North,LTA North/2025 Season/Split 1_Round 1_5_3,LTA North/2025 Season/Split 1_Round 1_5,Shopify Rebellion,LYON (2024 American Team),3.0,2-1,33:19,55399,64690,5,16
LTA_North,LTA North/2025 Season/Split 1_Round 1_6_1,LTA North/2025 Season/Split 1_Round 1_6,Disguised,Dignitas,3.0,2-1,32:08,63507,50919,17,4
LTA_North,LTA North/2025 Season/Split 1_Round 1_6_2,LTA North/2025 Season/Split 1_Round 1_6,Dignitas,Disguised,3.0,2-1,37:04,71349,57800,24,6
LTA_North,LTA North/2025 Season/Split 1_Round 1_6_3,LTA North/2025 Season/Split 1_Round 1_6,Dignitas,Disguised,3.0,2-1,27:36,44019,55044,5,21
LTA_North,LTA North/2025 Season/Split 1_Round 2_1_1,LTA North/2025 Season/Split 1_Round 2_1,100 Thieves,Team Liquid,3.0,1-2,34:26,60224,67894,20,31
LTA_North,LTA North/2025 Season/Split 1_Round 2_1_2,LTA North/2025 Season/Split 1_Round 2_1,Team Liquid,100 Thieves,3.0,1-2,41:29,78974,78806,21,24
LTA_North,LTA North/2025 Season/Split 1_Round 2_1_3,LTA North/2025 Season/Split 1_Round 2_1,100 Thieves,Team Liquid,3.0,1-2,31:51,68553,55678,29,13
LTA_North,LTA North/2025 Season/Split 1_Round 2_2_1,LTA North/2025 Season/Split 1_Round 2_2,FlyQuest,Cloud9,3.0,1-2,40:54,79123,69917,22,9
LTA_North,LTA North/2025 Season/Split 1_Round 2_2_2,LTA North/2025 Season/Split 1_Round 2_2,Cloud9,FlyQuest,3.0,1-2,27:16,56831,45812,19,8
LTA_North,LTA North/2025 Season/Split 1_Round 2_2_3,LTA North/2025 Season/Split 1_Round 2_2,Cloud9,FlyQuest,3.0,1-2,30:58,50051,61910,5,23
LTA_North,LTA North/2025 Season/Split 1_Round 2_3_1,LTA North/2025 Season/Split 1_Round 2_3,Team Liquid,Shopify Rebellion,3.0,2-0,29:52,61627,45950,18,3
LTA_North,LTA North/2025 Season/Split 1_Round 2_3_2,LTA North/2025 Season/Split 1_Round 2_3,Team Liquid,Shopify Rebellion,3.0,2-0,29:11,47106,57713,6,12
LTA_North,LTA North/2025 Season/Split 1_Round 2_4_1,LTA North/2025 Season/Split 1_Round 2_4,FlyQuest,Dignitas,3.0,2-0,40:01,64362,72860,12,17
LTA_North,LTA North/2025 Season/Split 1_Round 2_4_2,LTA North/2025 Season/Split 1_Round 2_4,FlyQuest,Dignitas,3.0,2-0,35:31,71960,57598,21,8
LTA_North,LTA North/2025 Season/Split 1_Round 3_1_1,LTA North/2025 Season/Split 1_Round 3_1,100 Thieves,Cloud9,1.0,1-0,31:09,63983,50044,16,3
LTA_North,LTA North/2025 Season/Split 1_Round 3_2_1,LTA North/2025 Season/Split 1_Round 3_2,FlyQuest,Team Liquid,1.0,1-0,36:47,59466,67020,14,14
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Finals_1_1,LTA North/2025 Season/Split 2 Playoffs_Finals_1,FlyQuest,Cloud9,5.0,3-2,35:50,71335,61100,21,12
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Finals_1_2,LTA North/2025 Season/Split 2 Playoffs_Finals_1,Cloud9,FlyQuest,5.0,3-2,27:52,58673,45376,21,5
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Finals_1_3,LTA North/2025 Season/Split 2 Playoffs_Finals_1,Cloud9,FlyQuest,5.0,3-2,39:02,69815,78689,10,37
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Finals_1_4,LTA North/2025 Season/Split 2 Playoffs_Finals_1,FlyQuest,Cloud9,5.0,3-2,29:16,56061,51523,20,15
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Finals_1_5,LTA North/2025 Season/Split 2 Playoffs_Finals_1,FlyQuest,Cloud9,5.0,3-2,47:18,81702,85378,16,16
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 1_1_1,LTA North/2025 Season/Split 2 Playoffs_Round 1_1,FlyQuest,Shopify Rebellion,5.0,3-0,30:08,57420,50898,19,6
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 1_1_2,LTA North/2025 Season/Split 2 Playoffs_Round 1_1,FlyQuest,Shopify Rebellion,5.0,3-0,51:09,94761,100916,22,23
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 1_1_3,LTA North/2025 Season/Split 2 Playoffs_Round 1_1,FlyQuest,Shopify Rebellion,5.0,3-0,47:53,77652,89432,15,23
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 1_2_1,LTA North/2025 Season/Split 2 Playoffs_Round 1_2,Cloud9,Team Liquid,5.0,3-0,33:32,66969,52568,12,1
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 1_2_2,LTA North/2025 Season/Split 2 Playoffs_Round 1_2,Cloud9,Team Liquid,5.0,3-0,28:12,45123,58037,3,20
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 1_2_3,LTA North/2025 Season/Split 2 Playoffs_Round 1_2,Cloud9,Team Liquid,5.0,3-0,32:55,56037,63212,13,21
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 1_3_1,LTA North/2025 Season/Split 2 Playoffs_Round 1_3,Team Liquid,Dignitas,5.0,3-1,28:44,53593,44079,9,3
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 1_3_2,LTA North/2025 Season/Split 2 Playoffs_Round 1_3,Dignitas,Team Liquid,5.0,3-1,44:33,80979,74603,12,10
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 1_3_3,LTA North/2025 Season/Split 2 Playoffs_Round 1_3,Team Liquid,Dignitas,5.0,3-1,26:08,50187,40231,18,5
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 1_3_4,LTA North/2025 Season/Split 2 Playoffs_Round 1_3,Team Liquid,Dignitas,5.0,3-1,28:53,46166,53089,3,7
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 1_4_1,LTA North/2025 Season/Split 2 Playoffs_Round 1_4,Shopify Rebellion,100 Thieves,5.0,3-0,48:18,92246,94440,24,27
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 1_4_2,LTA North/2025 Season/Split 2 Playoffs_Round 1_4,Shopify Rebellion,100 Thieves,5.0,3-0,32:54,58120,65402,10,23
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 1_4_3,LTA North/2025 Season/Split 2 Playoffs_Round 1_4,Shopify Rebellion,100 Thieves,5.0,3-0,29:34,59796,47944,19,5
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 2_1_1,LTA North/2025 Season/Split 2 Playoffs_Round 2_1,FlyQuest,Cloud9,5.0,3-2,36:24,74184,61544,17,7
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 2_1_2,LTA North/2025 Season/Split 2 Playoffs_Round 2_1,FlyQuest,Cloud9,5.0,3-2,29:37,54487,58816,14,19
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 2_1_3,LTA North/2025 Season/Split 2 Playoffs_Round 2_1,Cloud9,FlyQuest,5.0,3-2,36:37,70539,59027,15,4
LTA_North,LTA North/2025 Season/Split 2 Playoffs_Round 2_1_4,LTA North/2025 Season/Split 2 Playoffs_Round 2_1,Cloud9,FlyQuest,5.0,3-2,27:58,48376,61023,9,25
