League,GameId,MatchId,WinTeam,LossTeam,BestOf,SeriesScore,Gamelength,Team1Gold,Team2Gold,Team1Kills,Team2Kills
LPL,LPL/2025 Season/Split 2_Week 4_15_1,LPL/2025 Season/Split 2_Week 4_15,JD Gaming,Top Esports,3.0,2-1,31:29,54546,62260,9,18
LPL,LPL/2025 Season/Split 2_Week 4_15_2,LPL/2025 Season/Split 2_Week 4_15,Top Esports,JD Gaming,3.0,2-1,42:46,85382,76744,20,14
LPL,LPL/2025 Season/Split 2_Week 4_15_3,LPL/2025 Season/Split 2_Week 4_15,Top Esports,JD Gaming,3.0,2-1,29:40,47401,61739,10,24
LPL,LPL/2025 Season/Split 2_Week 4_2_1,LPL/2025 Season/Split 2_Week 4_2,Invictus Gaming,Team WE,3.0,0-2,27:14,46482,54937,10,21
LPL,LPL/2025 Season/Split 2_Week 4_2_2,LPL/2025 Season/Split 2_Week 4_2,Invictus Gaming,Team WE,3.0,0-2,38:27,73004,68431,15,14
LPL,LPL/2025 Season/Split 2_Week 4_3_1,LPL/2025 Season/Split 2_Week 4_3,LGD Gaming,Royal Never Give Up,3.0,2-0,27:30,43559,57961,4,22
LPL,LPL/2025 Season/Split 2_Week 4_3_2,LPL/2025 Season/Split 2_Week 4_3,LGD Gaming,Royal Never Give Up,3.0,2-0,33:53,60564,66197,12,18
LPL,LPL/2025 Season/Split 2_Week 4_4_1,LPL/2025 Season/Split 2_Week 4_4,Team WE,ThunderTalk Gaming,3.0,0-2,31:26,54693,62444,12,21
LPL,LPL/2025 Season/Split 2_Week 4_4_2,LPL/2025 Season/Split 2_Week 4_4,Team WE,ThunderTalk Gaming,3.0,0-2,34:24,53046,68330,4,26
LPL,LPL/2025 Season/Split 2_Week 4_5_1,LPL/2025 Season/Split 2_Week 4_5,LNG Esports,Oh My God,3.0,0-2,28:30,46009,59285,3,18
LPL,LPL/2025 Season/Split 2_Week 4_5_2,LPL/2025 Season/Split 2_Week 4_5,LNG Esports,Oh My God,3.0,0-2,28:22,47524,58348,6,17
LPL,LPL/2025 Season/Split 2_Week 4_6_1,LPL/2025 Season/Split 2_Week 4_6,Top Esports,Ninjas in Pyjamas.CN,3.0,1-2,29:24,58406,52168,18,13
LPL,LPL/2025 Season/Split 2_Week 4_6_2,LPL/2025 Season/Split 2_Week 4_6,Ninjas in Pyjamas.CN,Top Esports,3.0,1-2,54:03,102537,104587,40,24
LPL,LPL/2025 Season/Split 2_Week 4_6_3,LPL/2025 Season/Split 2_Week 4_6,Top Esports,Ninjas in Pyjamas.CN,3.0,1-2,27:50,58430,45847,24,7
LPL,LPL/2025 Season/Split 2_Week 4_7_1,LPL/2025 Season/Split 2_Week 4_7,Team WE,Weibo Gaming,3.0,1-2,31:10,52045,62322,6,16
LPL,LPL/2025 Season/Split 2_Week 4_7_2,LPL/2025 Season/Split 2_Week 4_7,Weibo Gaming,Team WE,3.0,1-2,41:06,73783,65927,18,6
LPL,LPL/2025 Season/Split 2_Week 4_7_3,LPL/2025 Season/Split 2_Week 4_7,Team WE,Weibo Gaming,3.0,1-2,39:45,79146,70750,30,21
LPL,LPL/2025 Season/Split 2_Week 4_8_1,LPL/2025 Season/Split 2_Week 4_8,JD Gaming,Anyone's Legend,3.0,0-2,27:53,46707,53679,7,13
LPL,LPL/2025 Season/Split 2_Week 4_8_2,LPL/2025 Season/Split 2_Week 4_8,JD Gaming,Anyone's Legend,3.0,0-2,28:22,49377,57395,9,23
LPL,LPL/2025 Season/Split 2_Week 4_9_1,LPL/2025 Season/Split 2_Week 4_9,Team WE,FunPlus Phoenix,3.0,2-1,34:29,71295,60497,23,15
LPL,LPL/2025 Season/Split 2_Week 4_9_2,LPL/2025 Season/Split 2_Week 4_9,FunPlus Phoenix,Team WE,3.0,2-1,29:27,60215,51101,20,11
LPL,LPL/2025 Season/Split 2_Week 4_9_3,LPL/2025 Season/Split 2_Week 4_9,Team WE,FunPlus Phoenix,3.0,2-1,31:09,65193,50876,20,3
LPL,LPL/2025 Season/Split 2_Week 5_1_1,LPL/2025 Season/Split 2_Week 5_1,LNG Esports,Royal Never Give Up,3.0,2-0,28:07,57349,42826,24,4
LPL,LPL/2025 Season/Split 2_Week 5_1_2,LPL/2025 Season/Split 2_Week 5_1,LNG Esports,Royal Never Give Up,3.0,2-0,35:32,58823,69304,9,19
LPL,LPL/2025 Season/Split 2_Week 5_10_1,LPL/2025 Season/Split 2_Week 5_10,Weibo Gaming,Bilibili Gaming,3.0,2-1,27:06,45480,56440,12,26
LPL,LPL/2025 Season/Split 2_Week 5_10_2,LPL/2025 Season/Split 2_Week 5_10,Bilibili Gaming,Weibo Gaming,3.0,2-1,25:05,53864,37117,27,2
LPL,LPL/2025 Season/Split 2_Week 5_10_3,LPL/2025 Season/Split 2_Week 5_10,Bilibili Gaming,Weibo Gaming,3.0,2-1,32:25,54081,64810,7,12
LPL,LPL/2025 Season/Split 2_Week 5_11_1,LPL/2025 Season/Split 2_Week 5_11,Team WE,Ninjas in Pyjamas.CN,3.0,2-0,30:59,55437,60738,12,22
LPL,LPL/2025 Season/Split 2_Week 5_11_2,LPL/2025 Season/Split 2_Week 5_11,Team WE,Ninjas in Pyjamas.CN,3.0,2-0,39:40,77403,77983,21,24
LPL,LPL/2025 Season/Split 2_Week 5_12_1,LPL/2025 Season/Split 2_Week 5_12,Bilibili Gaming,FunPlus Phoenix,3.0,2-1,31:28,68425,54415,28,13
LPL,LPL/2025 Season/Split 2_Week 5_12_2,LPL/2025 Season/Split 2_Week 5_12,FunPlus Phoenix,Bilibili Gaming,3.0,2-1,36:44,75602,72177,27,26
LPL,LPL/2025 Season/Split 2_Week 5_12_3,LPL/2025 Season/Split 2_Week 5_12,Bilibili Gaming,FunPlus Phoenix,3.0,2-1,33:27,65492,57332,14,10
LPL,LPL/2025 Season/Split 2_Week 5_13_1,LPL/2025 Season/Split 2_Week 5_13,Invictus Gaming,Top Esports,3.0,2-1,29:21,57462,47255,18,8
LPL,LPL/2025 Season/Split 2_Week 5_13_2,LPL/2025 Season/Split 2_Week 5_13,Top Esports,Invictus Gaming,3.0,2-1,39:35,71428,69192,9,6
LPL,LPL/2025 Season/Split 2_Week 5_13_3,LPL/2025 Season/Split 2_Week 5_13,Top Esports,Invictus Gaming,3.0,2-1,32:41,51077,65585,7,31
LPL,LPL/2025 Season/Split 2_Week 5_14_1,LPL/2025 Season/Split 2_Week 5_14,Ultra Prime,Oh My God,3.0,1-2,28:56,49396,61801,8,25
LPL,LPL/2025 Season/Split 2_Week 5_14_2,LPL/2025 Season/Split 2_Week 5_14,Oh My God,Ultra Prime,3.0,1-2,31:09,62664,52667,14,5
LPL,LPL/2025 Season/Split 2_Week 5_14_3,LPL/2025 Season/Split 2_Week 5_14,Oh My God,Ultra Prime,3.0,1-2,37:59,60019,65245,5,10
LPL,LPL/2025 Season/Split 2_Week 5_15_1,LPL/2025 Season/Split 2_Week 5_15,Anyone's Legend,Top Esports,3.0,2-0,41:18,84641,75706,26,17
LPL,LPL/2025 Season/Split 2_Week 5_15_2,LPL/2025 Season/Split 2_Week 5_15,Anyone's Legend,Top Esports,3.0,2-0,25:02,42112,52738,6,21
LPL,LPL/2025 Season/Split 2_Week 5_2_1,LPL/2025 Season/Split 2_Week 5_2,FunPlus Phoenix,Bilibili Gaming,3.0,2-1,31:03,54708,58628,11,24
LPL,LPL/2025 Season/Split 2_Week 5_2_2,LPL/2025 Season/Split 2_Week 5_2,Bilibili Gaming,FunPlus Phoenix,3.0,2-1,25:50,58305,46714,31,12
LPL,LPL/2025 Season/Split 2_Week 5_2_3,LPL/2025 Season/Split 2_Week 5_2,FunPlus Phoenix,Bilibili Gaming,3.0,2-1,30:16,57755,50206,16,5
LPL,LPL/2025 Season/Split 2_Week 5_3_1,LPL/2025 Season/Split 2_Week 5_3,EDward Gaming,LGD Gaming,3.0,2-1,39:53,64617,74005,9,22
LPL,LPL/2025 Season/Split 2_Week 5_3_2,LPL/2025 Season/Split 2_Week 5_3,LGD Gaming,EDward Gaming,3.0,2-1,27:34,55169,44720,18,6
LPL,LPL/2025 Season/Split 2_Week 5_3_3,LPL/2025 Season/Split 2_Week 5_3,EDward Gaming,LGD Gaming,3.0,2-1,34:41,64594,55424,12,4
LPL,LPL/2025 Season/Split 2_Week 5_4_1,LPL/2025 Season/Split 2_Week 5_4,Weibo Gaming,Bilibili Gaming,3.0,2-1,32:59,65278,50412,31,6
LPL,LPL/2025 Season/Split 2_Week 5_4_2,LPL/2025 Season/Split 2_Week 5_4,Bilibili Gaming,Weibo Gaming,3.0,2-1,35:50,66250,65421,12,17
LPL,LPL/2025 Season/Split 2_Week 5_4_3,LPL/2025 Season/Split 2_Week 5_4,Weibo Gaming,Bilibili Gaming,3.0,2-1,32:57,63962,51595,15,2
LPL,LPL/2025 Season/Split 2_Week 5_5_1,LPL/2025 Season/Split 2_Week 5_5,JD Gaming,ThunderTalk Gaming,3.0,0-2,25:20,54205,39849,23,6
LPL,LPL/2025 Season/Split 2_Week 5_5_2,LPL/2025 Season/Split 2_Week 5_5,JD Gaming,ThunderTalk Gaming,3.0,0-2,27:37,46938,61118,11,26
LPL,LPL/2025 Season/Split 2_Week 5_6_1,LPL/2025 Season/Split 2_Week 5_6,Weibo Gaming,Invictus Gaming,3.0,1-2,32:45,67502,53835,27,10
LPL,LPL/2025 Season/Split 2_Week 5_6_2,LPL/2025 Season/Split 2_Week 5_6,Invictus Gaming,Weibo Gaming,3.0,1-2,27:50,51978,46731,17,9
LPL,LPL/2025 Season/Split 2_Week 5_6_3,LPL/2025 Season/Split 2_Week 5_6,Weibo Gaming,Invictus Gaming,3.0,1-2,34:11,63150,55931,11,7
LPL,LPL/2025 Season/Split 2_Week 5_7_1,LPL/2025 Season/Split 2_Week 5_7,Top Esports,FunPlus Phoenix,3.0,0-2,39:47,80608,70453,26,20
LPL,LPL/2025 Season/Split 2_Week 5_7_2,LPL/2025 Season/Split 2_Week 5_7,Top Esports,FunPlus Phoenix,3.0,0-2,28:43,51282,61995,13,29
LPL,LPL/2025 Season/Split 2_Week 5_8_1,LPL/2025 Season/Split 2_Week 5_8,Anyone's Legend,Invictus Gaming,3.0,2-0,28:33,43438,58974,0,21
LPL,LPL/2025 Season/Split 2_Week 5_8_2,LPL/2025 Season/Split 2_Week 5_8,Anyone's Legend,Invictus Gaming,3.0,2-0,30:41,52817,59965,7,13
LPL,LPL/2025 Season/Split 2_Week 5_9_1,LPL/2025 Season/Split 2_Week 5_9,Royal Never Give Up,Oh My God,3.0,1-2,33:32,70752,55597,26,8
LPL,LPL/2025 Season/Split 2_Week 5_9_2,LPL/2025 Season/Split 2_Week 5_9,Oh My God,Royal Never Give Up,3.0,1-2,28:27,61773,48020,18,5
LPL,LPL/2025 Season/Split 2_Week 5_9_3,LPL/2025 Season/Split 2_Week 5_9,Royal Never Give Up,Oh My God,3.0,1-2,27:45,54729,45641,17,7
LPL,LPL/2025 Season/Split 2_Week 6_1_1,LPL/2025 Season/Split 2_Week 6_1,Team WE,FunPlus Phoenix,3.0,0-2,28:44,50043,59819,11,25
LPL,LPL/2025 Season/Split 2_Week 6_1_2,LPL/2025 Season/Split 2_Week 6_1,Team WE,FunPlus Phoenix,3.0,0-2,33:16,65583,63926,26,18
LPL,LPL/2025 Season/Split 2_Week 6_10_1,LPL/2025 Season/Split 2_Week 6_10,Team WE,Invictus Gaming,3.0,2-1,25:10,37008,51934,2,21
LPL,LPL/2025 Season/Split 2_Week 6_10_2,LPL/2025 Season/Split 2_Week 6_10,Invictus Gaming,Team WE,3.0,2-1,31:36,61664,50959,16,6
LPL,LPL/2025 Season/Split 2_Week 6_10_3,LPL/2025 Season/Split 2_Week 6_10,Invictus Gaming,Team WE,3.0,2-1,40:06,66736,73934,13,19
LPL,LPL/2025 Season/Split 2_Week 6_11_1,LPL/2025 Season/Split 2_Week 6_11,EDward Gaming,Royal Never Give Up,3.0,1-2,23:37,50557,38346,21,5
LPL,LPL/2025 Season/Split 2_Week 6_11_2,LPL/2025 Season/Split 2_Week 6_11,Royal Never Give Up,EDward Gaming,3.0,1-2,29:14,59387,45948,21,4
LPL,LPL/2025 Season/Split 2_Week 6_11_3,LPL/2025 Season/Split 2_Week 6_11,EDward Gaming,Royal Never Give Up,3.0,1-2,34:14,67294,63081,16,12
LPL,LPL/2025 Season/Split 2_Week 6_12_1,LPL/2025 Season/Split 2_Week 6_12,Anyone's Legend,Weibo Gaming,3.0,0-2,31:54,66790,52886,21,7
LPL,LPL/2025 Season/Split 2_Week 6_12_2,LPL/2025 Season/Split 2_Week 6_12,Anyone's Legend,Weibo Gaming,3.0,0-2,34:54,56976,66282,5,18
LPL,LPL/2025 Season/Split 2_Week 6_13_1,LPL/2025 Season/Split 2_Week 6_13,Bilibili Gaming,Team WE,3.0,0-2,34:59,71343,59969,24,15
LPL,LPL/2025 Season/Split 2_Week 6_13_2,LPL/2025 Season/Split 2_Week 6_13,Bilibili Gaming,Team WE,3.0,0-2,26:26,46794,57399,8,20
LPL,LPL/2025 Season/Split 2_Week 6_14_1,LPL/2025 Season/Split 2_Week 6_14,LGD Gaming,Ultra Prime,3.0,1-2,31:29,64894,52027,20,5
LPL,LPL/2025 Season/Split 2_Week 6_14_2,LPL/2025 Season/Split 2_Week 6_14,Ultra Prime,LGD Gaming,3.0,1-2,30:29,63126,48858,16,6
LPL,LPL/2025 Season/Split 2_Week 6_14_3,LPL/2025 Season/Split 2_Week 6_14,LGD Gaming,Ultra Prime,3.0,1-2,35:38,68801,64604,18,17
LPL,LPL/2025 Season/Split 2_Week 6_15_1,LPL/2025 Season/Split 2_Week 6_15,Weibo Gaming,ThunderTalk Gaming,3.0,2-1,33:07,63924,53854,18,5
LPL,LPL/2025 Season/Split 2_Week 6_15_2,LPL/2025 Season/Split 2_Week 6_15,ThunderTalk Gaming,Weibo Gaming,3.0,2-1,30:46,57325,52668,17,9
LPL,LPL/2025 Season/Split 2_Week 6_15_3,LPL/2025 Season/Split 2_Week 6_15,ThunderTalk Gaming,Weibo Gaming,3.0,2-1,27:57,45157,59947,5,17
LPL,LPL/2025 Season/Split 2_Week 6_16_1,LPL/2025 Season/Split 2_Week 6_16,Top Esports,JD Gaming,3.0,0-2,32:06,66051,53999,22,10
LPL,LPL/2025 Season/Split 2_Week 6_16_2,LPL/2025 Season/Split 2_Week 6_16,Top Esports,JD Gaming,3.0,0-2,36:31,61973,70753,7,10
LPL,LPL/2025 Season/Split 2_Week 6_2_1,LPL/2025 Season/Split 2_Week 6_2,Bilibili Gaming,ThunderTalk Gaming,3.0,2-0,41:09,83430,71375,25,14
LPL,LPL/2025 Season/Split 2_Week 6_2_2,LPL/2025 Season/Split 2_Week 6_2,Bilibili Gaming,ThunderTalk Gaming,3.0,2-0,27:28,45383,59819,4,22
LPL,LPL/2025 Season/Split 2_Week 6_3_1,LPL/2025 Season/Split 2_Week 6_3,JD Gaming,Team WE,3.0,2-1,44:32,84475,90242,23,26
LPL,LPL/2025 Season/Split 2_Week 6_3_2,LPL/2025 Season/Split 2_Week 6_3,Team WE,JD Gaming,3.0,2-1,36:23,70548,67107,20,13
LPL,LPL/2025 Season/Split 2_Week 6_3_3,LPL/2025 Season/Split 2_Week 6_3,JD Gaming,Team WE,3.0,2-1,43:40,85717,75039,21,17
LPL,LPL/2025 Season/Split 2_Week 6_4_1,LPL/2025 Season/Split 2_Week 6_4,Invictus Gaming,ThunderTalk Gaming,3.0,2-1,26:35,44152,57628,7,25
LPL,LPL/2025 Season/Split 2_Week 6_4_2,LPL/2025 Season/Split 2_Week 6_4,ThunderTalk Gaming,Invictus Gaming,3.0,2-1,36:24,71425,58561,18,8
LPL,LPL/2025 Season/Split 2_Week 6_4_3,LPL/2025 Season/Split 2_Week 6_4,Invictus Gaming,ThunderTalk Gaming,3.0,2-1,34:40,62931,57836,16,9
LPL,LPL/2025 Season/Split 2_Week 6_5_1,LPL/2025 Season/Split 2_Week 6_5,Ninjas in Pyjamas.CN,Weibo Gaming,3.0,2-0,36:16,69779,67215,24,17
LPL,LPL/2025 Season/Split 2_Week 6_5_2,LPL/2025 Season/Split 2_Week 6_5,Ninjas in Pyjamas.CN,Weibo Gaming,3.0,2-0,33:40,61512,69342,12,21
LPL,LPL/2025 Season/Split 2_Week 6_6_1,LPL/2025 Season/Split 2_Week 6_6,Bilibili Gaming,Anyone's Legend,3.0,0-2,37:17,80345,68061,25,10
LPL,LPL/2025 Season/Split 2_Week 6_6_2,LPL/2025 Season/Split 2_Week 6_6,Bilibili Gaming,Anyone's Legend,3.0,0-2,32:22,55927,60985,12,13
LPL,LPL/2025 Season/Split 2_Week 6_7_1,LPL/2025 Season/Split 2_Week 6_7,FunPlus Phoenix,ThunderTalk Gaming,3.0,0-2,30:38,60434,54940,15,14
LPL,LPL/2025 Season/Split 2_Week 6_7_2,LPL/2025 Season/Split 2_Week 6_7,FunPlus Phoenix,ThunderTalk Gaming,3.0,0-2,31:18,51302,65350,8,31
LPL,LPL/2025 Season/Split 2_Week 6_8_1,LPL/2025 Season/Split 2_Week 6_8,Top Esports,Ninjas in Pyjamas.CN,3.0,2-1,30:05,66531,53224,25,15
LPL,LPL/2025 Season/Split 2_Week 6_8_2,LPL/2025 Season/Split 2_Week 6_8,Ninjas in Pyjamas.CN,Top Esports,3.0,2-1,42:07,82578,78910,19,11
LPL,LPL/2025 Season/Split 2_Week 6_8_3,LPL/2025 Season/Split 2_Week 6_8,Top Esports,Ninjas in Pyjamas.CN,3.0,2-1,37:47,75067,66047,20,15
LPL,LPL/2025 Season/Split 2_Week 6_9_1,LPL/2025 Season/Split 2_Week 6_9,FunPlus Phoenix,Anyone's Legend,3.0,2-1,44:18,85847,76528,24,10
LPL,LPL/2025 Season/Split 2_Week 6_9_2,LPL/2025 Season/Split 2_Week 6_9,Anyone's Legend,FunPlus Phoenix,3.0,2-1,27:01,61094,41960,25,4
LPL,LPL/2025 Season/Split 2_Week 6_9_3,LPL/2025 Season/Split 2_Week 6_9,FunPlus Phoenix,Anyone's Legend,3.0,2-1,44:50,83852,79367,25,19
LPL,LPL/2025 Season/Split 2_Week 7_1_1,LPL/2025 Season/Split 2_Week 7_1,Anyone's Legend,ThunderTalk Gaming,3.0,0-2,32:14,53714,69729,8,22
LPL,LPL/2025 Season/Split 2_Week 7_1_2,LPL/2025 Season/Split 2_Week 7_1,Anyone's Legend,ThunderTalk Gaming,3.0,0-2,30:27,51959,64550,12,27
LPL,LPL/2025 Season/Split 2_Week 7_10_1,LPL/2025 Season/Split 2_Week 7_10,Invictus Gaming,Ninjas in Pyjamas.CN,3.0,2-0,36:09,62657,55911,12,6
LPL,LPL/2025 Season/Split 2_Week 7_10_2,LPL/2025 Season/Split 2_Week 7_10,Invictus Gaming,Ninjas in Pyjamas.CN,3.0,2-0,28:48,50515,61125,12,20
LPL,LPL/2025 Season/Split 2_Week 7_11_1,LPL/2025 Season/Split 2_Week 7_11,Top Esports,Weibo Gaming,3.0,0-2,30:31,49777,59371,7,14
LPL,LPL/2025 Season/Split 2_Week 7_11_2,LPL/2025 Season/Split 2_Week 7_11,Top Esports,Weibo Gaming,3.0,0-2,34:36,66279,69132,18,17
LPL,LPL/2025 Season/Split 2_Week 7_12_1,LPL/2025 Season/Split 2_Week 7_12,JD Gaming,Bilibili Gaming,3.0,2-0,30:48,59574,52213,24,11
LPL,LPL/2025 Season/Split 2_Week 7_12_2,LPL/2025 Season/Split 2_Week 7_12,JD Gaming,Bilibili Gaming,3.0,2-0,34:59,64496,71378,16,31
LPL,LPL/2025 Season/Split 2_Week 7_13_1,LPL/2025 Season/Split 2_Week 7_13,Top Esports,ThunderTalk Gaming,3.0,2-1,28:10,45878,57333,5,21
LPL,LPL/2025 Season/Split 2_Week 7_13_2,LPL/2025 Season/Split 2_Week 7_13,ThunderTalk Gaming,Top Esports,3.0,2-1,27:07,55321,43098,20,2
LPL,LPL/2025 Season/Split 2_Week 7_13_3,LPL/2025 Season/Split 2_Week 7_13,Top Esports,ThunderTalk Gaming,3.0,2-1,32:11,62006,53561,12,7
LPL,LPL/2025 Season/Split 2_Week 7_14_1,LPL/2025 Season/Split 2_Week 7_14,Anyone's Legend,Team WE,3.0,2-0,27:50,45932,61999,6,28
LPL,LPL/2025 Season/Split 2_Week 7_14_2,LPL/2025 Season/Split 2_Week 7_14,Anyone's Legend,Team WE,3.0,2-0,33:01,56378,64790,10,18
LPL,LPL/2025 Season/Split 2_Week 7_2_1,LPL/2025 Season/Split 2_Week 7_2,Ninjas in Pyjamas.CN,FunPlus Phoenix,3.0,2-0,37:25,75610,63293,22,9
LPL,LPL/2025 Season/Split 2_Week 7_2_2,LPL/2025 Season/Split 2_Week 7_2,Ninjas in Pyjamas.CN,FunPlus Phoenix,3.0,2-0,30:20,51687,64488,5,23
LPL,LPL/2025 Season/Split 2_Week 7_3_1,LPL/2025 Season/Split 2_Week 7_3,Bilibili Gaming,Ninjas in Pyjamas.CN,3.0,2-1,38:03,71379,66578,27,25
LPL,LPL/2025 Season/Split 2_Week 7_3_2,LPL/2025 Season/Split 2_Week 7_3,Ninjas in Pyjamas.CN,Bilibili Gaming,3.0,2-1,30:04,61843,47681,25,7
LPL,LPL/2025 Season/Split 2_Week 7_3_3,LPL/2025 Season/Split 2_Week 7_3,Bilibili Gaming,Ninjas in Pyjamas.CN,3.0,2-1,27:00,58976,48233,26,15
LPL,LPL/2025 Season/Split 2_Week 7_4_1,LPL/2025 Season/Split 2_Week 7_4,Invictus Gaming,JD Gaming,3.0,0-2,27:10,53217,44260,19,3
LPL,LPL/2025 Season/Split 2_Week 7_4_2,LPL/2025 Season/Split 2_Week 7_4,Invictus Gaming,JD Gaming,3.0,0-2,27:22,45323,58508,7,24
LPL,LPL/2025 Season/Split 2_Week 7_5_1,LPL/2025 Season/Split 2_Week 7_5,JD Gaming,Weibo Gaming,3.0,0-2,45:22,79556,86822,16,27
LPL,LPL/2025 Season/Split 2_Week 7_5_2,LPL/2025 Season/Split 2_Week 7_5,JD Gaming,Weibo Gaming,3.0,0-2,36:17,70051,74415,22,33
LPL,LPL/2025 Season/Split 2_Week 7_6_1,LPL/2025 Season/Split 2_Week 7_6,Top Esports,Team WE,3.0,2-0,24:57,50350,40415,14,6
LPL,LPL/2025 Season/Split 2_Week 7_6_2,LPL/2025 Season/Split 2_Week 7_6,Top Esports,Team WE,3.0,2-0,31:50,54363,60848,11,20
LPL,LPL/2025 Season/Split 2_Week 7_7_1,LPL/2025 Season/Split 2_Week 7_7,Anyone's Legend,Ninjas in Pyjamas.CN,3.0,2-1,28:19,66422,47833,40,17
LPL,LPL/2025 Season/Split 2_Week 7_7_2,LPL/2025 Season/Split 2_Week 7_7,Ninjas in Pyjamas.CN,Anyone's Legend,3.0,2-1,45:25,91204,84229,17,14
LPL,LPL/2025 Season/Split 2_Week 7_7_3,LPL/2025 Season/Split 2_Week 7_7,Anyone's Legend,Ninjas in Pyjamas.CN,3.0,2-1,37:29,71905,61164,9,3
LPL,LPL/2025 Season/Split 2_Week 7_8_1,LPL/2025 Season/Split 2_Week 7_8,Team WE,ThunderTalk Gaming,3.0,2-0,29:49,61928,50479,20,5
LPL,LPL/2025 Season/Split 2_Week 7_8_2,LPL/2025 Season/Split 2_Week 7_8,Team WE,ThunderTalk Gaming,3.0,2-0,37:21,67127,77528,15,28
LPL,LPL/2025 Season/Split 2_Week 7_9_1,LPL/2025 Season/Split 2_Week 7_9,JD Gaming,FunPlus Phoenix,3.0,0-2,30:21,50143,62381,4,18
LPL,LPL/2025 Season/Split 2_Week 7_9_2,LPL/2025 Season/Split 2_Week 7_9,JD Gaming,FunPlus Phoenix,3.0,0-2,28:59,50628,62448,10,20
LPL,LPL/2025 Season/Split 2_Week 8_1_1,LPL/2025 Season/Split 2_Week 8_1,Weibo Gaming,FunPlus Phoenix,3.0,2-0,36:02,70445,62075,11,9
LPL,LPL/2025 Season/Split 2_Week 8_1_2,LPL/2025 Season/Split 2_Week 8_1,Weibo Gaming,FunPlus Phoenix,3.0,2-0,30:25,50047,57837,8,17
LPL,LPL/2025 Season/Split 2_Week 8_2_1,LPL/2025 Season/Split 2_Week 8_2,JD Gaming,Ninjas in Pyjamas.CN,3.0,0-2,28:25,58564,45444,20,10
LPL,LPL/2025 Season/Split 2_Week 8_2_2,LPL/2025 Season/Split 2_Week 8_2,JD Gaming,Ninjas in Pyjamas.CN,3.0,0-2,33:54,58446,72708,6,26
LPL,LPL/2025 Season/Split 2_Week 8_3_1,LPL/2025 Season/Split 2_Week 8_3,Invictus Gaming,FunPlus Phoenix,3.0,0-2,40:19,74546,71799,17,14
LPL,LPL/2025 Season/Split 2_Week 8_3_2,LPL/2025 Season/Split 2_Week 8_3,Invictus Gaming,FunPlus Phoenix,3.0,0-2,44:26,82541,89905,22,22
LPL,LPL/2025 Season/Split 2_Week 8_4_1,LPL/2025 Season/Split 2_Week 8_4,Bilibili Gaming,Top Esports,3.0,0-2,31:06,66382,51836,23,5
LPL,LPL/2025 Season/Split 2_Week 8_4_2,LPL/2025 Season/Split 2_Week 8_4,Bilibili Gaming,Top Esports,3.0,0-2,31:29,54278,64450,13,24
LPL,LPL/2025 Season/Split 2_Week 8_5_1,LPL/2025 Season/Split 2_Week 8_5,JD Gaming,Anyone's Legend,3.0,2-0,42:24,74193,81901,12,18
LPL,LPL/2025 Season/Split 2_Week 8_5_2,LPL/2025 Season/Split 2_Week 8_5,JD Gaming,Anyone's Legend,3.0,2-0,28:54,50223,58886,17,20
LPL,LPL/2025 Season/Split 2_Week 8_6_1,LPL/2025 Season/Split 2_Week 8_6,Bilibili Gaming,Invictus Gaming,3.0,1-2,30:20,61209,48256,17,7
LPL,LPL/2025 Season/Split 2_Week 8_6_2,LPL/2025 Season/Split 2_Week 8_6,Invictus Gaming,Bilibili Gaming,3.0,1-2,29:17,62113,49380,26,7
LPL,LPL/2025 Season/Split 2_Week 8_6_3,LPL/2025 Season/Split 2_Week 8_6,Bilibili Gaming,Invictus Gaming,3.0,1-2,29:41,57227,51740,13,10
LPL,LPL/2025 Season/Split 2_Week 8_7_1,LPL/2025 Season/Split 2_Week 8_7,Team WE,Weibo Gaming,3.0,2-0,26:41,54384,44419,17,8
LPL,LPL/2025 Season/Split 2_Week 8_7_2,LPL/2025 Season/Split 2_Week 8_7,Team WE,Weibo Gaming,3.0,2-0,38:02,68173,76547,17,23
LPL,LPL/2025 Season/Split 2_Week 8_8_1,LPL/2025 Season/Split 2_Week 8_8,ThunderTalk Gaming,Ninjas in Pyjamas.CN,3.0,0-2,36:26,71074,65229,25,15
LPL,LPL/2025 Season/Split 2_Week 8_8_2,LPL/2025 Season/Split 2_Week 8_8,ThunderTalk Gaming,Ninjas in Pyjamas.CN,3.0,0-2,28:41,49424,57857,6,14
LPL,LPL/2025 Season/Split 3_Week 1_1_1,LPL/2025 Season/Split 3_Week 1_1,EDward Gaming,Ultra Prime,3.0,0-2,35:17,65685,61949,15,10
LPL,LPL/2025 Season/Split 3_Week 1_1_2,LPL/2025 Season/Split 3_Week 1_1,EDward Gaming,Ultra Prime,3.0,0-2,29:36,47352,61207,2,20
LPL,LPL/2025 Season/Split 3_Week 1_2_1,LPL/2025 Season/Split 3_Week 1_2,Weibo Gaming,FunPlus Phoenix,3.0,2-1,33:09,65753,51361,13,1
LPL,LPL/2025 Season/Split 3_Week 1_2_2,LPL/2025 Season/Split 3_Week 1_2,FunPlus Phoenix,Weibo Gaming,3.0,2-1,30:09,57727,52757,17,9
LPL,LPL/2025 Season/Split 3_Week 1_2_3,LPL/2025 Season/Split 3_Week 1_2,Weibo Gaming,FunPlus Phoenix,3.0,2-1,35:29,71177,59430,10,6
